BJD - 2454833, Corrected Flux
2061.305929756, 1.002874938,
2061.326362093, 1.001885555,
2061.346794329, 1.003531425,
2061.367226465, 1.002091917,
2061.387658800, 1.001683897,
2061.408091035, 0.997562080,
2061.428523369, 1.002043813,
2061.489820069, 1.002110279,
2061.510252201, 1.002729084,
2061.530684433, 1.001613792,
2061.551116765, 1.002299643,
2061.571548996, 1.000555492,
2061.591981126, 1.000561367,
2061.612413456, 1.001618350,
2061.632845686, 1.000905477,
2061.653277815, 0.999652719,
2061.673710144, 1.002266356,
2061.694142372, 1.002003401,
2061.714574600, 1.001995148,
2061.735006827, 1.001521832,
2061.755439054, 1.000364284,
2061.775871280, 0.999440381,
2061.796303506, 1.000730220,
2061.816735731, 0.999507369,
2061.837167956, 0.996676326,
2061.857600181, 0.996968798,
2061.878032305, 0.998361857,
2061.898464629, 1.001636302,
2061.918896852, 1.001840919,
2061.939329074, 1.001126109,
2061.959761296, 0.998137092,
2061.980193519, 0.999652220,
2062.000625840, 1.000195361,
2062.021057960, 0.998683872,
2062.041490181, 0.997080849,
2062.061922501, 0.998478578,
2062.082354620, 0.999052778,
2062.102786839, 0.997320069,
2062.123219158, 0.997363581,
2062.143651376, 0.999395688,
2062.164083493, 0.997036603,
2062.225380143, 0.996749534,
2062.245812459, 0.998960658,
2062.266244675, 0.997345940,
2062.286676789, 0.997905588,
2062.307109103, 1.000013943,
2062.327541318, 0.999524841,
2062.347973631, 0.997206974,
2062.368405744, 0.997926058,
2062.388837956, 0.998301634,
2062.409270268, 0.996339554,
2062.429702380, 0.996797643,
2062.450134591, 1.003115013,
2062.470566802, 0.998772418,
2062.490999012, 0.996192046,
2062.511431222, 0.999213814,
2062.531863432, 0.995322034,
2062.552295640, 0.995466927,
2062.572727849, 0.997104219,
2062.593160056, 0.997335159,
2062.613592264, 0.994918613,
2062.634024471, 0.992901518,
2062.654456778, 0.994079431,
2062.674888884, 0.994955979,
2062.695321190, 0.996664543,
2062.715753395, 0.995915499,
2062.736185499, 0.995568226,
2062.756617804, 0.996265678,
2062.777050008, 0.997255669,
2062.797482111, 0.996621208,
