BJD - 2454833, Corrected Flux
2061.305731146, 0.990102488,
2061.326163420, 0.991027003,
2061.346595594, 0.989935206,
2061.367027668, 0.990957413,
2061.387459940, 0.991062624,
2061.407892113, 0.988584947,
2061.428324385, 0.991828371,
2061.489620899, 0.989459403,
2061.510052969, 0.989222657,
2061.530485139, 0.988910306,
2061.550917409, 0.988042818,
2061.571349578, 0.989062879,
2061.591781647, 0.987321587,
2061.612213915, 0.989170603,
2061.632646083, 0.987386427,
2061.653078150, 0.989421478,
2061.673510417, 0.987996742,
2061.693942583, 0.988020771,
2061.714374749, 0.988803464,
2061.734806915, 0.987805836,
2061.755239080, 0.988499159,
2061.775671244, 0.987116339,
2061.796103409, 0.984824907,
2061.816535573, 0.987880087,
2061.836967736, 0.988448239,
2061.857399898, 0.986243607,
2061.877831961, 0.986450287,
2061.898264223, 0.985788735,
2061.918696385, 0.987403128,
2061.939128546, 0.987157324,
2061.959560706, 0.985197659,
2061.979992867, 0.986438185,
2062.000425127, 0.986585730,
2062.020857186, 0.985055275,
2062.041289345, 0.984831575,
2062.061721604, 0.984174151,
2062.082153661, 0.984162061,
2062.102585819, 0.985355631,
2062.123018076, 0.984899490,
2062.143450233, 0.984474328,
2062.163882289, 0.983220390,
2062.225178756, 0.980979493,
2062.245611010, 0.985268937,
2062.266043164, 0.983442530,
2062.286475218, 0.983696413,
2062.306907471, 0.982228748,
2062.327339624, 0.981593291,
2062.347771876, 0.983432821,
2062.368203928, 0.982127075,
2062.388636080, 0.982025237,
2062.409068331, 0.984052056,
2062.429500381, 0.980259986,
2062.449932532, 0.980700762,
2062.470364681, 0.980957842,
2062.490796831, 0.982308990,
2062.511228980, 0.981086391,
2062.531661128, 0.981747053,
2062.552093276, 0.982152758,
2062.572525423, 0.983069633,
2062.592957571, 0.980018827,
2062.613389717, 0.980713640,
2062.633821863, 0.979454732,
2062.654254110, 0.981083763,
2062.674686155, 0.980356048,
2062.695118400, 0.980529014,
2062.715550545, 0.980572304,
2062.735982588, 0.980323163,
2062.756414832, 0.980556392,
2062.776846975, 0.979004397,
2062.797279018, 0.981458881,
2062.817711261, 0.981206705,
2062.838143402, 0.980450763,
2062.858575444, 0.980090602,
2062.879007685, 0.980539255,
2062.899439826, 0.980853367,
2062.919871866, 0.980371419,
2062.940304106, 0.978963966,
2062.960736245, 0.978899376,
2062.981168384, 0.982009018,
2063.001600523, 0.980809707,
2063.022032660, 0.979150785,
2063.042464798, 0.979562039,
2063.062896935, 0.981692880,
2063.083329072, 0.978611025,
2063.103761308, 0.980256311,
2063.124193444, 0.977427562,
2063.144625479, 0.976662092,
2063.165057714, 0.979793938,
2063.185489849, 0.978441762,
2063.205921884, 0.978351946,
2063.226354117, 0.978760857,
2063.246786150, 0.977969965,
2063.267218284, 0.980155741,
2063.287650516, 0.976808855,
2063.308082548, 0.975817810,
2063.328514679, 0.978980019,
2063.348946911, 0.978976675,
2063.369378941, 0.977665733,
2063.389811071, 0.977134245,
2063.410243301, 0.975240450,
2063.430675331, 0.974847896,
2063.451107460, 0.974415672,
2063.471539688, 0.974211411,
2063.491971817, 0.973854508,
2063.512403944, 0.971668733,
2063.532836071, 0.975296009,
2063.553268199, 0.973683112,
2063.573700325, 0.966723095,
2063.594132451, 0.965422639,
2063.614564577, 0.971897153,
2063.634996802, 0.971131365,
2063.696293174, 0.977880598,
2063.716725198, 0.977668360,
2063.737157321, 0.977265770,
2063.757589544, 0.980354708,
2063.778021566, 0.976601006,
2063.798453688, 0.977572210,
2063.818885909, 0.977452615,
2063.839317930, 0.975995780,
2063.859750050, 0.976405573,
2063.880182270, 0.977033299,
2063.900614290, 0.975990694,
2063.921046509, 0.978466773,
2063.941478628, 0.978028260,
2063.961910646, 0.977138133,
2064.002774981, 0.978640527,
2064.023206999, 0.977718343,
2064.043639215, 0.977437759,
2064.064071332, 0.975787689,
2064.084503347, 0.975751234,
2064.104935562, 0.975119037,
2064.125367677, 0.976158069,
2064.554441994, 0.975931850,
2064.574874200, 0.974454393,
2064.595306305, 0.975280483,
2064.615738310, 0.974833979,
2064.636170514, 0.973458412,
2064.656602618, 0.970270587,
2064.738330930, 0.973448031,
2064.758763132, 0.974522694,
2064.779195133, 0.976847252,
2064.799627334, 0.969800414,
2064.820059435, 0.974441244,
2064.840491535, 0.971991113,
2064.860923635, 0.973373900,
2064.922219932, 0.975107924,
2064.942652030, 0.974760534,
2064.963084128, 0.975596141,
2064.983516325, 0.976781036,
2065.003948322, 0.975099028,
2065.024380419, 0.981104366,
2065.044812615, 0.975897352,
2065.065244610, 0.976601334,
2065.085676705, 0.973906412,
2065.106108900, 0.975837143,
2065.126540894, 0.975279880,
2065.146972989, 0.974805671,
2065.167405182, 0.973172475,
2065.187837175, 0.974263901,
2065.208269368, 0.972679401,
2065.228701460, 0.977771865,
2065.249133452, 0.975056645,
2065.269565644, 0.975468971,
2065.289997735, 0.973056654,
2065.310429825, 0.972907396,
2065.330861915, 0.971590209,
2065.351294005, 0.972740552,
2065.371726095, 0.974654710,
2065.392158184, 0.974615350,
2065.412590272, 0.974638323,
2065.433022361, 0.972550095,
2065.453454448, 0.972252986,
2065.473886536, 0.973099300,
2065.494318523, 0.973592136,
2065.514750709, 0.975662987,
2065.535182795, 0.974830232,
2065.555614781, 0.976800271,
2065.576046966, 0.974015291,
2065.657775303, 0.974228551,
2065.678207486, 0.973779711,
2065.698639469, 0.973477361,
2065.719071552, 0.973663152,
2065.739503733, 0.972360998,
2065.759935715, 0.973927139,
2065.780367796, 0.975256720,
2065.800799977, 0.973626715,
2065.821232057, 0.974619104,
2065.841664037, 0.975808124,
2065.862096217, 0.974529370,
2065.882528295, 0.973354914,
2065.902960274, 0.973365904,
2065.923392453, 0.976062318,
2065.943824531, 0.974692628,
2065.964256508, 0.974906826,
2065.984688685, 0.975391381,
2066.005120762, 0.976691628,
2066.025552738, 0.976860314,
2066.045984914, 0.976301619,
2066.066416989, 0.973329727,
2066.086849164, 0.973954243,
2066.148145287, 0.973475320,
2066.168577360, 0.975532320,
2066.189009433, 0.973421517,
2066.209441506, 0.977226152,
2066.229873578, 0.970303256,
2066.250305649, 0.975643171,
2066.270737721, 0.977110697,
2066.291169792, 0.978588006,
2066.311601862, 0.973341458,
2066.332034032, 0.971388262,
2066.393330240, 0.974895370,
2066.413762209, 0.973931369,
2066.434194277, 0.975001097,
2066.454626444, 0.974797247,
2066.475058412, 0.973951063,
2066.495490479, 0.975631745,
2066.515922645, 0.974406445,
2066.536354611, 0.977666858,
2066.556786777, 0.975150993,
2066.597650807, 0.975428024,
2066.618082972, 0.975041070,
2066.638515035, 0.975830826,
2066.658947099, 0.975153344,
2066.679379162, 0.978318323,
2066.699811225, 0.974817975,
2066.720243288, 0.974744233,
2066.740675350, 0.975403582,
2066.761107411, 0.976472066,
2066.781539472, 0.976422033,
2066.801971633, 0.972395451,
2066.822403594, 0.974424760,
2066.863267713, 0.973764124,
2066.883699772, 0.973378084,
2066.904131831, 0.973111048,
2066.924563990, 0.975440058,
2066.944995947, 0.974895294,
2066.965427905, 0.976268539,
2066.985860062, 0.978241916,
2067.006292119, 0.972974966,
2067.026724275, 0.973335176,
2067.047156231, 0.974206962,
2067.067588287, 0.975036763,
2067.088020442, 0.993857312,
2067.108452397, 0.973548850,
2067.128884452, 0.976593543,
2067.149316606, 0.975614459,
2067.169748659, 0.978625107,
2067.190180612, 0.976423287,
2067.210612765, 0.975364910,
2067.231044817, 0.975903893,
2067.251476769, 0.978289363,
2067.271908921, 0.973230118,
2067.292340972, 0.971711464,
2067.312772923, 0.973067189,
2067.374069073, 0.973840168,
2067.394501222, 0.976179713,
2067.414933271, 0.972497863,
2067.435365219, 0.971906904,
2067.455797367, 0.976493706,
2067.476229415, 0.972888920,
2067.496661562, 0.973296161,
2067.517093509, 0.974521006,
2067.537525555, 0.975259976,
2067.557957701, 0.972990661,
2067.578389647, 0.974985115,
2067.598821692, 0.975820912,
2067.619253737, 0.974028288,
2067.639685881, 0.974613353,
2067.660117825, 0.972304886,
2067.680549869, 0.968666266,
2067.700981912, 0.972230432,
2067.721413955, 0.971738972,
2067.741846097, 0.976699917,
2067.762278039, 0.975951021,
2067.782710081, 0.971620894,
2067.803142222, 0.969526361,
2067.864438343, 0.972850074,
2067.884870283, 0.975485842,
2067.905302422, 0.976293642,
2067.925734462, 0.973642821,
2067.946166400, 0.974409263,
2067.966598538, 0.971592566,
2067.987030576, 0.974668004,
2068.007462613, 0.968632828,
2068.027894650, 0.974391494,
2068.048326686, 0.976165426,
2068.130054828, 0.972188528,
2068.150486963, 0.972322681,
2068.170918897, 0.973528537,
2068.191350931, 0.973081982,
2068.211783064, 0.972962569,
2068.232214997, 0.974060406,
2068.252647030, 0.973333008,
2068.273079162, 0.975366522,
2068.293511094, 0.974818519,
2068.334375257, 0.973801730,
2068.354807187, 0.971884474,
2068.375239318, 0.974990765,
2068.395671247, 0.974453094,
2068.416103277, 0.975535166,
2068.436535406, 0.973266083,
2068.456967334, 0.975034334,
2068.477399363, 0.974198818,
2068.497831491, 0.975471979,
2068.518263418, 0.974313521,
2068.538695445, 0.973971054,
2068.559127572, 0.977676636,
2068.579559598, 0.979763229,
2068.599991524, 0.978816806,
2068.620423650, 0.975746102,
2068.640855675, 0.972456888,
2068.661287600, 0.975302712,
2068.681719724, 0.973578679,
2068.702151749, 0.972511535,
2068.722583672, 0.971774824,
2068.743015795, 0.975250339,
2068.763447818, 0.974957735,
2068.783879941, 0.975805694,
2068.845176006, 0.973697352,
2068.865607927, 0.974438845,
2068.886039947, 0.971573485,
2068.906472067, 0.972406473,
2068.926903987, 0.972011532,
2068.947336006, 0.974022427,
2068.967768125, 0.974655559,
2068.988200144, 0.973603023,
2069.008632062, 0.974150968,
2069.029064180, 0.970868227,
2069.049496198, 0.970716642,
2069.069928114, 0.975011175,
2069.090360231, 0.975531799,
2069.110792147, 0.973508357,
2069.131224164, 0.974827854,
2069.151656279, 0.974319357,
2069.172088294, 0.971890537,
2069.192520209, 0.974184508,
2069.233384237, 0.972572987,
2069.253816351, 0.977545901,
2069.274248364, 0.979029365,
2069.315112389, 0.970021959,
2069.335544401, 0.970301366,
2069.355976313, 0.971601711,
2069.376408425, 0.974660936,
2069.396840435, 0.980146578,
2069.417272446, 0.977230096,
2069.437704456, 0.975497668,
2069.458136466, 0.966818402,
2069.478568475, 0.973248420,
2069.499000484, 0.973029954,
2069.519432493, 0.972510166,
2069.580728516, 0.974683143,
2069.601160524, 0.974572391,
2069.662456643, 0.975963494,
2069.682888648, 0.974268693,
2069.703320553, 0.973791234,
2069.723752658, 0.970291721,
2069.744184663, 0.973847113,
2069.764616567, 0.972597899,
2069.785048671, 0.975042231,
2069.805480674, 0.973567832,
2069.825912577, 0.971858671,
2069.846344679, 0.970845585,
2069.866776581, 0.974332818,
2069.887208683, 0.973632836,
2069.907640685, 0.974669992,
2069.928072685, 0.974056208,
2069.948504586, 0.968372192,
2069.989368686, 0.979176168,
2070.009800586, 0.992076805,
2070.091528680, 0.972751910,
2070.132392775, 0.973798199,
2070.152824672, 0.973032461,
2070.173256669, 0.976334278,
2070.193688765, 0.971975394,
2070.214120661, 0.977227521,
2070.254984751, 0.973073359,
