BJD - 2454833, Corrected Flux
2146.452721891, 0.989624896,
2146.473154204, 0.987318883,
2146.514018530, 0.987236723,
2146.534450842, 0.988366649,
2146.554882954, 0.988767870,
2146.575315165, 0.987458626,
2146.595747475, 0.988957679,
2146.616179585, 0.986069428,
2146.636611794, 0.988632931,
2146.657044003, 0.985935809,
2146.677476211, 0.985181622,
2146.697908520, 0.987091978,
2146.738772833, 0.988835873,
2146.779637346, 0.986432150,
2146.800069451, 0.985705779,
2146.820501755, 0.985896902,
2146.840933960, 0.984879601,
2146.861366063, 0.985805789,
2146.881798367, 0.983949058,
2146.902230569, 0.984008405,
2146.922662671, 0.985210432,
2146.943094973, 0.983949360,
2146.963527174, 0.984029831,
2146.983959274, 0.985680770,
2147.004391574, 0.983802602,
2147.045255873, 0.983269725,
2147.065688171, 0.983389809,
2147.086120369, 0.985916859,
2147.106552566, 0.984053464,
2147.126984763, 0.983451562,
2147.147416960, 0.984197350,
2147.167849255, 0.983101773,
2147.188281351, 0.985877160,
2147.208713546, 0.983167517,
2147.229145840, 0.984133217,
2147.249578033, 0.984626363,
2147.270010127, 0.981831631,
2147.290442419, 0.983204304,
2147.331306703, 0.984158410,
2147.351738995, 0.982039721,
2147.372171085, 0.984127497,
2147.392603275, 0.983903693,
2147.413035564, 0.982034987,
2147.433467653, 0.980989844,
2147.453899842, 0.981451876,
2147.494764218, 0.982483954,
2147.515196405, 0.983340696,
2147.535628691, 0.979215942,
2147.556060777, 0.982046349,
2147.576492962, 0.982581899,
2147.596925247, 0.981979652,
2147.617357432, 0.978899352,
2147.637789516, 0.981014576,
2147.658221799, 0.981567535,
2147.678653982, 0.981027546,
2147.699086164, 0.979434876,
2147.719518346, 0.981077403,
2147.739950527, 0.980688051,
2147.760382808, 0.979969422,
2147.780814888, 0.980320366,
2147.801247068, 0.981049521,
2147.821679347, 0.982018368,
2147.842111426, 0.982200187,
2147.862543604, 0.981044670,
2147.882975882, 0.980472267,
2147.903407959, 0.981818353,
2147.923840136, 0.980486240,
2147.944272412, 0.983374877,
2147.985136662, 0.983348055,
2148.005568937, 0.980839915,
2148.026001011, 0.980611378,
2148.046433185, 0.981872774,
2148.066865458, 0.978686900,
2148.087297630, 0.984288720,
2148.107729702, 0.983452191,
2148.128161974, 0.980276483,
2148.148594045, 0.979784896,
2148.169026215, 0.980792023,
2148.189458485, 0.980157413,
2148.209890554, 0.980230298,
2148.230322723, 0.981276789,
2148.250754992, 0.981133288,
2148.271187060, 0.980728680,
2148.291619327, 0.980258723,
2148.312051494, 0.979909837,
2148.332483560, 0.980800220,
2148.352915826, 0.981336525,
2148.373347991, 0.979640904,
2148.393780056, 0.980485568,
2148.414212320, 0.979326167,
2148.475508810, 0.980436930,
2148.495940973, 0.980214176,
2148.516373134, 0.978905741,
2148.536805296, 0.977304947,
2148.557237457, 0.980068758,
2148.577669617, 0.980829510,
2148.598101877, 0.980262256,
2148.618533936, 0.981344992,
2148.638966095, 0.981515122,
2148.659398352, 0.980828865,
2148.679830410, 0.979879555,
2148.720694824, 0.981006822,
2148.741126880, 0.980406974,
2148.761559036, 0.980844927,
2148.781991291, 0.979486588,
2148.802423346, 0.979264092,
2148.822855500, 0.979708272,
2148.843287753, 0.980995557,
2148.863719806, 0.978223284,
2148.884152059, 0.981558338,
2148.904584111, 0.979429643,
2148.925016262, 0.979447156,
2148.945448513, 0.980387938,
2148.965880564, 0.980664104,
2148.986312714, 0.978751826,
2149.006744964, 0.982441559,
2149.047609161, 0.981096459,
2149.068041409, 0.980375312,
2149.088473557, 0.976609958,
2149.108905604, 0.979674199,
2149.129337850, 0.981353162,
2149.149769996, 0.978960430,
2149.170202042, 0.980167910,
2149.190634287, 0.980654992,
2149.211066431, 0.978346771,
2149.231498475, 0.978633580,
2149.251930719, 0.981221523,
2149.272362861, 0.980105020,
2149.292795004, 0.980592405,
2149.313227146, 0.982191402,
2149.333659288, 0.980279082,
2149.354091428, 0.982513927,
2149.374523569, 0.979153632,
2149.394955709, 0.979719731,
2149.415387848, 0.980183814,
2149.456252126, 0.981136675,
2149.476684363, 0.979567064,
2149.497116501, 0.983239047,
2149.517548538, 0.984570649,
2149.537980774, 0.979126626,
2149.558412910, 0.977990460,
2149.578844946, 0.980175600,
2149.599277180, 0.978257064,
2149.619709215, 0.980092714,
2149.640141348, 0.980342827,
2149.660573582, 0.980037106,
2149.681005615, 0.980936249,
2149.701437747, 0.980903424,
2149.721869979, 0.981273208,
2149.742302010, 0.981016138,
2149.762734141, 0.978834206,
2149.783166372, 0.980128349,
2149.803598402, 0.980960995,
2149.824030531, 0.982139381,
2149.844462760, 0.979458881,
2149.864894889, 0.982538495,
2149.885326916, 0.982006049,
2149.905759144, 0.980259588,
2149.946623297, 0.980224824,
2149.967055523, 0.981298384,
2149.987487648, 0.981801469,
2150.007919673, 0.980528845,
2150.028351897, 0.978262342,
2150.048784021, 0.979816521,
