BJD - 2454833, Corrected Flux
2061.305832453, 0.995665966,
2061.326264759, 0.995853423,
2061.346696965, 0.995557335,
2061.367129070, 0.995669415,
2061.387561374, 0.995564364,
2061.407993579, 0.995022653,
2061.428425883, 0.994998795,
2061.489722491, 0.997140034,
2061.510154593, 0.996975480,
2061.530586795, 0.996518173,
2061.551019096, 0.996976203,
2061.571451297, 0.996299677,
2061.591883397, 0.996796255,
2061.612315697, 0.996484662,
2061.632747896, 0.995734359,
2061.653179995, 0.995925942,
2061.673612293, 0.996162643,
2061.694044491, 0.996144892,
2061.714476689, 0.995521571,
2061.734908886, 0.995775357,
2061.755341083, 0.994954439,
2061.775773279, 0.994549335,
2061.796205474, 0.995021934,
2061.816637670, 0.995169286,
2061.837069864, 0.994715650,
2061.857502059, 0.994681555,
2061.877934153, 0.995096397,
2061.898366446, 0.994775794,
2061.918798639, 0.994934094,
2061.939230831, 0.994701464,
2061.959663023, 0.993383350,
2061.980095215, 0.993940693,
2062.000527506, 0.994013021,
2062.020959597, 0.994065836,
2062.041391787, 0.993825846,
2062.061824077, 0.993248022,
2062.082256166, 0.994010529,
2062.102688355, 0.993253201,
2062.123120644, 0.993836639,
2062.143552832, 0.993213657,
2062.163984919, 0.993499285,
2062.225281480, 0.993342768,
2062.245713765, 0.993088598,
2062.266145951, 0.993070546,
2062.286578035, 0.993193734,
2062.307010320, 0.992640440,
2062.327442504, 0.993518816,
2062.347874787, 0.992707634,
2062.368306870, 0.992644973,
2062.388739053, 0.992882161,
2062.409171335, 0.992848749,
2062.429603417, 0.992498914,
2062.450035598, 0.992352058,
2062.470467779, 0.992366622,
2062.490899959, 0.992820922,
2062.511332139, 0.992532787,
2062.531764319, 0.992473184,
2062.552196498, 0.992420525,
2062.572628676, 0.993126635,
2062.593060854, 0.992584797,
2062.613493032, 0.991895511,
2062.633925210, 0.991028812,
2062.654357486, 0.991569666,
2062.674789563, 0.992059753,
2062.695221839, 0.991865434,
2062.715654014, 0.991720793,
2062.736086089, 0.992005139,
2062.756518364, 0.992431543,
2062.776950538, 0.991837818,
2062.797382612, 0.991339407,
2062.817814885, 0.991423669,
2062.838247058, 0.992084655,
2062.858679130, 0.991607025,
2062.879111402, 0.991629295,
2062.899543573, 0.991407317,
2062.919975644, 0.991936892,
2062.940407915, 0.991205318,
2062.960840085, 0.990746148,
2062.981272255, 0.991023494,
2063.001704424, 0.991500690,
2063.022136593, 0.990959229,
2063.042568761, 0.991443733,
2063.063000929, 0.991529278,
2063.083433097, 0.991442205,
2063.103865363, 0.991772490,
2063.124297530, 0.990341126,
2063.144729596, 0.990769056,
2063.165161862, 0.990774949,
2063.185594027, 0.990841327,
2063.206026092, 0.991111599,
2063.226458356, 0.991103511,
2063.246890420, 0.990729424,
2063.287754847, 0.990903192,
2063.308186909, 0.990327239,
2063.328619071, 0.990582810,
2063.349051333, 0.990860098,
2063.369483394, 0.990991583,
2063.389915556, 0.990085684,
2063.410347816, 0.989874973,
2063.430779876, 0.989726751,
2063.471644294, 0.989905499,
2063.492076453, 0.990441687,
2063.512508611, 0.989004595,
2063.532940769, 0.990511929,
2063.553372926, 0.989993582,
2063.573805083, 0.988571359,
2063.594237240, 0.987853820,
2063.614669396, 0.988147847,
2063.635101651, 0.988369744,
2063.696398115, 0.990920712,
2063.716830169, 0.990230937,
2063.737262322, 0.990504184,
2063.757694575, 0.990258400,
2063.778126628, 0.990300901,
2063.798558779, 0.990444708,
2063.818991031, 0.990206209,
2063.839423082, 0.989827162,
2063.859855233, 0.990445087,
2063.880287483, 0.990131182,
2063.900719533, 0.989893175,
2063.921151783, 0.989879639,
2063.941583932, 0.989430274,
2063.962015980, 0.989846293,
2063.982448228, 0.989744435,
2064.002880376, 0.990320487,
2064.023312423, 0.990284952,
2064.043744670, 0.990068034,
2064.064176816, 0.990363629,
2064.084608862, 0.990085748,
2064.105041108, 0.990146212,
2064.554548199, 0.989963112,
2064.574980434, 0.989437775,
2064.595412569, 0.989876451,
2064.615844604, 0.989017670,
2064.636276838, 0.988598350,
2064.656708972, 0.988845313,
2064.738437403, 0.989582715,
2064.758869634, 0.990065048,
2064.779301665, 0.990881588,
2064.799733896, 0.987685880,
2064.820166027, 0.990105773,
2064.840598156, 0.987833206,
2064.861030286, 0.987541719,
2064.922326672, 0.990394516,
