BJD - 2454833, Corrected Flux
2061.326071818, 0.992389580,
2061.346503967, 0.992455101,
2061.366936016, 0.992368808,
2061.387368265, 0.992144234,
2061.407800413, 0.992384508,
2061.428232660, 0.992497225,
2061.489529101, 0.994867592,
2061.509961147, 0.994815701,
2061.530393292, 0.995064601,
2061.550825538, 0.994722123,
2061.571257682, 0.994337297,
2061.591689726, 0.994541827,
2061.612121970, 0.994346840,
2061.632554114, 0.994149763,
2061.652986156, 0.994739222,
2061.673418398, 0.994383505,
2061.693850541, 0.994450230,
2061.714282683, 0.994129943,
2061.734714824, 0.994541439,
2061.755146964, 0.994682151,
2061.775579104, 0.994436910,
2061.796011245, 0.994547677,
2061.816443384, 0.993785075,
2061.836875523, 0.994414802,
2061.857307662, 0.994129588,
2061.877739700, 0.994231665,
2061.898171937, 0.994073096,
2061.918604075, 0.994032260,
2061.939036212, 0.993451616,
2061.959468348, 0.993928200,
2061.979900484, 0.993621184,
2062.000332719, 0.994148313,
2062.020764755, 0.993693046,
2062.041196890, 0.993917197,
2062.061629124, 0.993902213,
2062.082061158, 0.993701090,
2062.102493291, 0.994062443,
2062.122925524, 0.994000197,
2062.143357657, 0.993603255,
2062.163789689, 0.993077191,
2062.225086083, 0.992854101,
2062.245518313, 0.992746061,
2062.265950443, 0.992354476,
2062.286382473, 0.991979277,
2062.306814702, 0.991735889,
2062.327246831, 0.992495449,
2062.347679059, 0.991749900,
2062.368111087, 0.991229964,
2062.388543214, 0.991914725,
2062.408975441, 0.991142865,
2062.429407468, 0.990901623,
2062.449839594, 0.990899913,
2062.470271720, 0.990750627,
2062.490703845, 0.990869979,
2062.511135970, 0.990024805,
2062.531568095, 0.990281925,
2062.552000219, 0.990006973,
2062.572432342, 0.989866765,
2062.592864465, 0.989831246,
2062.613296588, 0.989625450,
2062.633728711, 0.989559251,
2062.654160932, 0.989355244,
2062.674592954, 0.988843569,
2062.695025175, 0.989384894,
2062.715457296, 0.989471145,
2062.735889316, 0.989197723,
2062.776753655, 0.988853498,
2062.797185674, 0.988505470,
2062.817617892, 0.988457030,
2062.838050011, 0.988032410,
2062.858482028, 0.987874319,
2062.878914246, 0.987766735,
2062.899346363, 0.987236656,
2062.919778379, 0.987513100,
2062.940210595, 0.986862389,
2062.960642710, 0.987162436,
2062.981074825, 0.987579350,
2063.001506940, 0.987803477,
2063.021939055, 0.987756523,
2063.042371169, 0.986863380,
2063.062803282, 0.987275309,
2063.083235395, 0.987243212,
2063.103667608, 0.987223763,
2063.124099720, 0.986957291,
2063.144531732, 0.987086670,
2063.164963943, 0.987505136,
2063.205828064, 0.987453262,
2063.226260275, 0.986549770,
2063.246692284, 0.987363454,
2063.267124394, 0.987467790,
2063.287556603, 0.987861303,
2063.307988611, 0.986761341,
2063.328420719, 0.988093940,
2063.348852927, 0.988428081,
2063.369284934, 0.987572472,
2063.389717040, 0.988320101,
2063.410149247, 0.988299414,
2063.430581253, 0.987136889,
2063.451013358, 0.988674124,
2063.471445563, 0.988484032,
2063.491877668, 0.988306265,
2063.512309772, 0.988239549,
2063.532741876, 0.988498830,
2063.553173979, 0.988927688,
2063.573606082, 0.988759222,
2063.594038185, 0.989095590,
2063.614470287, 0.988731086,
2063.634902489, 0.990361074,
2063.696198791, 0.988916697,
2063.716630791, 0.989257641,
2063.737062891, 0.989390085,
2063.757495090, 0.989129615,
2063.777927089, 0.989583039,
2063.798359188, 0.989369901,
2063.818791385, 0.989589298,
2063.839223383, 0.989940200,
2063.859655480, 0.990162066,
2063.880087677, 0.990953673,
2063.900519673, 0.990577260,
2063.920951869, 0.991168710,
2063.941383965, 0.991002327,
2063.961815960, 0.991669394,
2063.982248155, 0.991718096,
2064.002680249, 0.991464448,
2064.023112243, 0.991598972,
2064.043544436, 0.992021086,
2064.063976529, 0.991326591,
2064.084408522, 0.992252275,
2064.104840714, 0.992719946,
2064.125272805, 0.992750762,
2064.554346638, 0.994472524,
2064.574778820, 0.994291611,
2064.595210902, 0.993619308,
2064.615642884, 0.993694395,
2064.636075066, 0.993622620,
2064.656507147, 0.993104041,
2064.738235367, 0.993506969,
2064.758667546, 0.993072852,
2064.779099525, 0.992510322,
2064.799531703, 0.992159794,
2064.819963781, 0.991419117,
2064.840395858, 0.991783656,
2064.860827935, 0.991484031,
2064.922124164, 0.991271751,
2064.942556239, 0.990728115,
2064.962988314, 0.991087470,
2064.983420489, 0.990643971,
2065.003852463, 0.990684670,
2065.024284537, 0.990488939,
2065.044716710, 0.990313537,
2065.065148683, 0.990076472,
2065.085580755, 0.989404404,
2065.106012927, 0.989951326,
2065.126444899, 0.989853411,
2065.146876971, 0.989278051,
2065.167309141, 0.989654207,
2065.187741112, 0.989657906,
2065.208173282, 0.989519431,
2065.228605351, 0.989796624,
2065.249037321, 0.989226875,
2065.269469490, 0.989205013,
2065.289901558, 0.989441222,
2065.310333626, 0.989686588,
2065.330765694, 0.989575926,
2065.351197761, 0.989184781,
2065.371629828, 0.989022440,
2065.392061895, 0.989104355,
2065.412493960, 0.989094446,
2065.432926026, 0.988431406,
2065.453358091, 0.988759826,
2065.473790156, 0.988590251,
2065.494222121, 0.988096267,
2065.514654285, 0.988926342,
2065.535086348, 0.988226493,
2065.555518311, 0.988900396,
2065.575950474, 0.988448475,
2065.596382537, 0.987572171,
2065.657678722, 0.986801952,
2065.678110883, 0.986755619,
2065.698542843, 0.986834048,
2065.718974903, 0.987150881,
2065.739407063, 0.987073605,
2065.759839022, 0.986911545,
2065.780271080, 0.986840604,
2065.800703239, 0.986665286,
2065.821135297, 0.987019116,
2065.841567255, 0.987020732,
2065.861999412, 0.986796929,
2065.882431469, 0.987900075,
2065.902863425, 0.988011679,
