BJD - 2454833, Corrected Flux
2061.305954728, 0.999876846,
2061.326387073, 0.998544460,
2061.346819317, 0.998530702,
2061.367251460, 0.997615567,
2061.387683803, 0.998908375,
2061.408116045, 0.998490838,
2061.428548388, 0.998390988,
2061.489845111, 0.995781903,
2061.510277251, 0.995043609,
2061.530709491, 0.994960695,
2061.551141830, 0.995936001,
2061.571574068, 0.994818525,
2061.592006207, 0.994631332,
2061.612438545, 0.995657015,
2061.632870782, 0.993944566,
2061.653302919, 0.994023895,
2061.673735255, 0.993250552,
2061.694167491, 0.994850761,
2061.714599727, 0.992964222,
2061.735031962, 0.993453370,
2061.755464196, 0.993665542,
2061.775896430, 0.991835943,
2061.796328664, 0.992537676,
2061.816760897, 0.991956454,
2061.837193130, 0.992695326,
2061.857625362, 0.991532797,
2061.878057494, 0.992566416,
2061.898489825, 0.992099130,
2061.918922056, 0.991958367,
2061.939354286, 0.991626152,
2061.959786516, 0.990462868,
2061.980218746, 0.991503061,
2062.000651074, 0.990357131,
2062.021083203, 0.990490079,
2062.041515431, 0.991226180,
2062.061947759, 0.990801189,
2062.082379886, 0.990648498,
2062.102812112, 0.990113908,
2062.123244439, 0.991241778,
2062.143676665, 0.990834935,
2062.164108789, 0.990711167,
2062.225405463, 0.991051051,
2062.245837786, 0.990071589,
2062.266270009, 0.990039449,
2062.286702131, 0.990834572,
2062.307134454, 0.990021942,
2062.327566675, 0.990440549,
2062.347998996, 0.989966922,
2062.368431117, 0.988879720,
2062.388863337, 0.989884423,
2062.409295657, 0.989551252,
2062.429727776, 0.990515078,
2062.450159995, 0.989308799,
2062.470592213, 0.989709061,
2062.491024431, 0.990880159,
2062.511456648, 0.989442102,
2062.531888865, 0.989889909,
2062.552321082, 0.989600374,
2062.572753298, 0.990801015,
2062.593185513, 0.990714723,
2062.613617728, 0.989811926,
2062.634049943, 0.988422531,
2062.654482257, 0.987997065,
2062.674914371, 0.989672271,
2062.695346684, 0.988136926,
2062.715778897, 0.988684745,
2062.736211009, 0.990438144,
2062.756643321, 0.989043859,
2062.777075533, 0.989774460,
2062.797507644, 0.988355127,
2062.817939954, 0.988965042,
2062.838372164, 0.988867221,
2062.858804274, 0.988778542,
2062.879236583, 0.988504487,
2062.899668792, 0.988777211,
2062.920100900, 0.988876359,
2062.940533207, 0.988507316,
2062.960965415, 0.987165788,
2062.981397622, 0.987834275,
2063.001829828, 0.989717120,
2063.022262034, 0.988347266,
2063.042694239, 0.986859598,
2063.063126445, 0.988078206,
2063.083558649, 0.988535012,
2063.103990953, 0.988685979,
2063.124423157, 0.987927738,
2063.144855260, 0.987482442,
2063.165287563, 0.987390692,
2063.185719765, 0.987479170,
2063.206151867, 0.987482106,
2063.226584168, 0.988387298,
2063.247016269, 0.986986064,
2063.267448470, 0.987991143,
2063.287880769, 0.987754205,
2063.308312869, 0.987143516,
2063.328745068, 0.987683444,
2063.349177367, 0.987627702,
2063.369609465, 0.988205716,
2063.390041663, 0.987699420,
2063.410473960, 0.987058719,
2063.430906057, 0.986700812,
2063.451338253, 0.988215873,
2063.471770549, 0.986599604,
2063.492202745, 0.987376854,
2063.512634940, 0.986199757,
2063.533067134, 0.987404894,
2063.553499328, 0.986607448,
2063.573931522, 0.985883778,
2063.594363715, 0.984479514,
2063.614795908, 0.986715136,
2063.635228200, 0.985916016,
2063.696524774, 0.985399629,
2063.716956865, 0.987673754,
2063.737389055, 0.987703673,
2063.757821344, 0.986803656,
2063.778253433, 0.987013448,
2063.798685622, 0.987117506,
2063.819117910, 0.985587695,
2063.839549998, 0.986189411,
2063.859982185, 0.985913687,
2063.880414472, 0.986980218,
2063.900846559, 0.986581866,
2063.921278844, 0.987161537,
