BJD - 2454833, Corrected Flux
2146.452464915, 0.989351167,
2146.472897127, 0.990705252,
2146.513761250, 0.989790948,
2146.534193461, 0.990822925,
2146.554625471, 0.990032770,
2146.575057581, 0.990518463,
2146.595489790, 0.990267778,
2146.615921799, 0.990179083,
2146.636353908, 0.989961036,
2146.656786015, 0.989926405,
2146.677218123, 0.990318562,
2146.697650330, 0.989161395,
2146.718082336, 0.990283828,
2146.738514442, 0.990006799,
2146.779378752, 0.990760691,
2146.799810757, 0.990012254,
2146.820242960, 0.990287886,
2146.861107067, 0.990705283,
2146.881539269, 0.989974339,
2146.901971371, 0.990245822,
2146.922403373, 0.989929656,
2146.942835574, 0.989661456,
2146.963267674, 0.989973530,
2146.983699674, 0.990092736,
2147.004131873, 0.989875854,
2147.024563972, 0.990111953,
2147.044995971, 0.990154007,
2147.065428169, 0.989783120,
2147.085860266, 0.990039348,
2147.106292363, 0.989613314,
2147.126724460, 0.990148276,
2147.147156555, 0.990136276,
2147.167588751, 0.989580755,
2147.188020746, 0.989122443,
2147.228885035, 0.989652582,
2147.249317129, 0.989316723,
2147.269749121, 0.990171260,
2147.290181314, 0.989657377,
2147.310613406, 0.990189502,
2147.331045398, 0.989822056,
2147.351477589, 0.989591550,
2147.371909579, 0.989717029,
2147.392341670, 0.990052362,
2147.412773859, 0.989452611,
2147.433205848, 0.989029775,
2147.453637937, 0.988832097,
2147.494502113, 0.989273484,
2147.514934200, 0.989147506,
2147.535366387, 0.989047084,
2147.555798373, 0.989252095,
2147.576230459, 0.990158011,
2147.617094729, 0.991706475,
2147.637526713, 0.988748320,
2147.657958897, 0.988894611,
2147.678390980, 0.988386906,
2147.698823063, 0.988686839,
2147.719255145, 0.988858607,
2147.739687227, 0.988595453,
2147.780551389, 0.988357424,
2147.800983470, 0.988818020,
2147.821415650, 0.988393482,
2147.841847629, 0.988424506,
2147.862279708, 0.988474172,
2147.882711886, 0.988375140,
2147.903143864, 0.987961021,
2147.923575942, 0.988681176,
2147.944008118, 0.988862442,
2147.984872171, 0.989123873,
2148.005304347, 0.987938757,
2148.025736322, 0.988704464,
2148.046168397, 0.989035366,
2148.066600571, 0.988738988,
2148.087032644, 0.988114019,
2148.107464617, 0.988495585,
2148.127896790, 0.988931008,
2148.148328762, 0.990027996,
2148.168760834, 0.988570211,
2148.189193005, 0.988629583,
2148.209624975, 0.988448651,
2148.230057046, 0.988086865,
2148.250489215, 0.988410868,
2148.291353353, 0.988559902,
2148.311785422, 0.988071932,
2148.332217390, 0.988997388,
2148.352649557, 0.988828936,
2148.373081624, 0.989273640,
2148.393513590, 0.988546457,
2148.434377821, 0.988330418,
2148.475241951, 0.988539265,
2148.495674015, 0.988371620,
2148.516106078, 0.988693173,
2148.536538141, 0.988067637,
2148.556970204, 0.988333275,
2148.577402266, 0.987966848,
2148.597834427, 0.989323950,
2148.618266388, 0.988309293,
2148.638698449, 0.988185713,
2148.659130609, 0.988446168,
2148.679562569, 0.989504551,
2148.699994628, 0.987955561,
2148.720426787, 0.988206096,
2148.740858745, 0.988856917,
2148.761290803, 0.988536149,
2148.781722960, 0.988424156,
2148.802154917, 0.988550861,
2148.822586973, 0.988172107,
2148.843019129, 0.988194552,
2148.863451084, 0.988825444,
2148.883883239, 0.988785017,
2148.904315194, 0.987762734,
2148.924747247, 0.988640515,
2148.945179401, 0.988803395,
2148.965611354, 0.988432458,
2148.986043406, 0.989221921,
2149.006475558, 0.988280961,
2149.026907610, 0.988313972,
2149.047339561, 0.988491162,
2149.067771711, 0.987985901,
2149.088203761, 0.988498314,
2149.108635711, 0.988382744,
2149.129067860, 0.988410107,
2149.149499909, 0.988926856,
2149.169931857, 0.988301271,
2149.190364005, 0.988928510,
2149.210796052, 0.988276922,
2149.231227999, 0.988807315,
2149.251660146, 0.988690249,
2149.272092191, 0.988150509,
2149.292524236, 0.988203155,
2149.333388326, 0.988491464,
2149.353820370, 0.989571391,
2149.374252413, 0.988185109,
2149.394684457, 0.988416078,
2149.415116499, 0.988132786,
2149.455980583, 0.988645644,
2149.476412724, 0.988983941,
2149.496844764, 0.989178081,
2149.517276705, 0.989076445,
2149.537708844, 0.988403068,
2149.558140883, 0.988666524,
2149.578572822, 0.989098658,
2149.599004961, 0.987929743,
2149.619436898, 0.988977126,
2149.639868936, 0.988830033,
2149.660301072, 0.988312949,
2149.680733009, 0.988373632,
2149.701165045, 0.988591736,
2149.721597180, 0.990059577,
2149.742029115, 0.988529235,
2149.762461150, 0.988558833,
2149.782893284, 0.988533655,
2149.803325218, 0.988975340,
2149.823757251, 0.988755242,
2149.844189383, 0.989309442,
2149.885053347, 0.988256668,
2149.905485479, 0.988605645,
2149.946349440, 0.988541371,
2149.987213599, 0.989264418,
2150.007645528, 0.989635349,
2150.028077656, 0.989321980,
2150.048509684, 0.989119153,
2150.068941812, 0.989171261,
2150.089373739, 0.989840836,
2150.130237892, 0.988544597,
2150.150669817, 0.988549736,
2150.171101842, 0.988847607,
2150.191533967, 0.988920699,
2150.211965891, 0.988889965,
2150.232397915, 0.988696376,
2150.252830039, 0.988887111,
2150.273262061, 0.987741730,
2150.293693984, 0.988282019,
2150.314126106, 0.989104114,
2150.334558127, 0.988826040,
2150.354990048, 0.988740420,
2150.375422168, 0.989191897,
2150.395854088, 0.988792887,
2150.416286108, 0.989218754,
2150.436718228, 0.988724052,
2150.457150146, 0.988004290,
2150.477582164, 0.988611520,
2150.518446199, 0.989092300,
2150.538878216, 0.988646937,
2150.559310333, 0.988751612,
2150.579742249, 0.989672827,
2150.600174264, 0.989450610,
2150.620606379, 0.988545867,
2150.641038294, 0.988741882,
2150.681902421, 0.989369057,
2150.702334434, 0.989230666,
2150.722766447, 0.988468896,
2150.743198459, 0.988715607,
2150.763630471, 0.989211481,
2150.784062582, 0.989187615,
2150.804494493, 0.989138783,
2150.824926503, 0.988787582,
2150.845358613, 0.988900544,
2150.865790523, 0.988560535,
2150.886222532, 0.989415396,
2150.906654640, 0.988725179,
2150.947518556, 0.989111109,
2150.967950663, 0.989690288,
2150.988382570, 0.989052936,
2151.008814576, 0.989101678,
2151.029246582, 0.988988827,
2151.070110592, 0.988832671,
2151.090542696, 0.989062458,
2151.110974601, 0.989154249,
2151.131406604, 0.988885828,
2151.151838707, 0.988061384,
2151.172270610, 0.988389751,
2151.192702612, 0.988587440,
2151.213134714, 0.988916073,
2151.233566614, 0.988862333,
2151.253998715, 0.988988661,
2151.274430716, 0.988856156,
2151.294862615, 0.988836860,
2151.315294715, 0.989098548,
2151.335726714, 0.989015415,
2151.356158613, 0.988709244,
2151.376590710, 0.988240120,
2151.397022708, 0.989454657,
2151.417454605, 0.989076042,
2151.437886702, 0.988946269,
2151.458318698, 0.988756735,
2151.478750594, 0.989567866,
2151.499182689, 0.988482652,
2151.519614684, 0.988916640,
2151.540046678, 0.989011105,
2151.560478672, 0.988987965,
2151.580910666, 0.990147478,
2151.601342659, 0.988931659,
2151.642206643, 0.989777610,
2151.662638635, 0.988834989,
2151.683070726, 0.989032616,
2151.703502617, 0.988629994,
2151.723934608, 0.989229408,
2151.744366697, 0.989487574,
2151.785230576, 0.989368845,
2151.805662664, 0.989462695,
2151.826094552, 0.989219272,
2151.846526540, 0.988623853,
2151.866958527, 0.989471734,
2151.907822600, 0.989817049,
2151.928254486, 0.988833091,
2151.948686471, 0.989379370,
2151.969118556, 0.989077602,
2151.989550541, 0.989196241,
2152.009982424, 0.989910590,
2152.030414508, 0.989458767,
2152.050846491, 0.989927864,
2152.071278374, 0.989700376,
2152.091710456, 0.989230591,
2152.112142438, 0.990127590,
2152.132574319, 0.989828943,
2152.153006400, 0.989441440,
2152.173438380, 0.989602882,
2152.193870260, 0.989111663,
2152.214302340, 0.989705765,
2152.234734319, 0.989762029,
2152.255166197, 0.989304712,
2152.275598276, 0.989771415,
2152.296030254, 0.989384563,
2152.316462131, 0.989665232,
2152.336894208, 0.989836752,
2152.357326184, 0.990032500,
2152.377758160, 0.989628278,
2152.418622111, 0.990321020,
2152.439054085, 0.990235555,
2152.459486159, 0.989602962,
2152.479918033, 0.989743901,
2152.500350106, 0.989956128,
2152.520782079, 0.990016258,
2152.541213952, 0.989820591,
2152.561646023, 0.989984719,
2152.602509866, 0.989790391,
2152.622941937, 0.990622101,
2152.643373807, 0.989697075,
2152.663805777, 0.989657983,
2152.684237846, 0.989880174,
2152.704669715, 0.990294487,
2152.725101683, 0.989697133,
2152.745533751, 0.989821165,
2152.765965619, 0.990108034,
