BJD - 2454833, Corrected Flux
2061.305734152, 1.000635583,
2061.326166428, 0.997262619,
2061.346598604, 1.000555142,
2061.367030680, 0.996087915,
2061.387462955, 0.998310114,
2061.407895130, 0.998022114,
2061.428327404, 0.997277469,
2061.489623925, 0.989645441,
2061.510055997, 0.990272384,
2061.530488169, 0.988900754,
2061.550920441, 0.990146163,
2061.571352612, 0.988295954,
2061.591784683, 0.989259953,
2061.612216953, 0.988286809,
2061.632649123, 0.986358725,
2061.653081192, 0.987312622,
2061.673513461, 0.989606934,
2061.693945630, 0.988677842,
2061.714377798, 0.987601744,
2061.734809966, 0.986345387,
2061.755242133, 0.987307744,
2061.775674299, 0.988364142,
2061.796106466, 0.986439780,
2061.816538632, 0.988413934,
2061.836970797, 0.985995223,
2061.857402962, 0.983611088,
2061.877835027, 0.985190508,
2061.898267291, 0.989224629,
2061.918699455, 0.986120901,
2061.939131618, 0.984747431,
2061.959563781, 0.985948904,
2061.979995943, 0.983863069,
2062.000428205, 0.985219476,
2062.020860266, 0.985132567,
2062.041292427, 0.982983079,
2062.061724688, 0.986065111,
2062.082156748, 0.984140188,
2062.102588908, 0.984125141,
2062.123021167, 0.986968091,
2062.143453326, 0.984772190,
2062.163885385, 0.983599381,
2062.225181857, 0.984965603,
2062.245614114, 0.982273071,
2062.266046270, 0.981983579,
2062.286478326, 0.983575411,
2062.306910581, 0.983733764,
2062.327342736, 0.981666034,
2062.347774990, 0.982626789,
2062.368207045, 0.982985870,
2062.388639198, 0.982054228,
2062.409071451, 0.980794962,
2062.429503504, 0.983305991,
2062.449935656, 0.976805217,
2062.470367808, 0.982554287,
2062.490799960, 0.982541327,
2062.511232111, 0.981068918,
2062.531664261, 0.982714315,
2062.552096411, 0.983411839,
2062.572528561, 0.981966604,
2062.592960710, 0.981287429,
2062.613392859, 0.981958361,
2062.633825007, 0.981732745,
2062.654257255, 0.983755560,
2062.674689303, 0.982537519,
2062.695121550, 0.983209955,
2062.715553697, 0.982904874,
2062.735985743, 0.982392495,
2062.756417989, 0.982853208,
2062.776850134, 0.982658513,
2062.797282179, 0.980860535,
2062.817714423, 0.980924805,
2062.838146567, 0.981296719,
2062.858578611, 0.981758354,
2062.879010854, 0.981407861,
2062.899442997, 0.979627884,
2062.919875039, 0.981600208,
2062.940307281, 0.982161069,
2062.960739422, 0.979611576,
2062.981171563, 0.980497155,
2063.001603704, 0.978932425,
2063.022035844, 0.980306728,
2063.042467984, 0.980997078,
2063.062900123, 0.982169815,
2063.083332262, 0.980605082,
2063.124196638, 0.979138683,
2063.144628676, 0.980085975,
2063.165060913, 0.981166246,
2063.185493049, 0.979613296,
2063.205925086, 0.980811515,
2063.226357321, 0.987010491,
2063.246789357, 0.983706244,
2063.267221492, 0.980955876,
2063.287653726, 0.979712169,
2063.308085761, 0.980293498,
2063.328517894, 0.978599790,
2063.348950127, 0.978238750,
2063.369382160, 0.979920938,
2063.389814293, 0.979886573,
2063.410246525, 0.981473702,
2063.430678556, 0.979000396,
2063.451110687, 0.979143625,
