BJD - 2454833, Corrected Flux
2061.305599103, 1.001429228,
2061.326031342, 1.000873312,
2061.346463480, 1.000735642,
2061.366895518, 1.000307757,
2061.387327755, 1.000120781,
2061.407759893, 1.000004774,
2061.428192129, 0.999999989,
2061.489488537, 0.998822102,
2061.509920571, 0.998928397,
2061.530352706, 0.999109437,
2061.550784940, 0.999398351,
2061.571217073, 0.999624645,
2061.591649107, 0.999777526,
2061.612081339, 1.000006186,
2061.632513472, 1.000191418,
2061.652945503, 1.000442234,
2061.673377735, 1.000569978,
2061.693809866, 1.000572307,
2061.714241997, 1.000698684,
2061.734674127, 1.000671699,
2061.755106257, 1.000421913,
2061.775538386, 1.000480441,
2061.795970515, 1.000395272,
2061.816402643, 1.000365191,
2061.836834772, 1.000074596,
2061.857266899, 0.999909594,
2061.877698926, 0.999807714,
2061.898131153, 0.999518908,
2061.918563280, 0.999474345,
2061.938995405, 0.999262675,
2061.959427531, 0.998951738,
2061.979859656, 0.998668409,
2062.000291881, 0.998751021,
2062.020723905, 0.998645062,
2062.041156029, 0.998486028,
2062.061588252, 0.998413112,
2062.082020275, 0.998367872,
2062.102452397, 0.998434224,
2062.122884619, 0.998657647,
2062.143316741, 0.998802511,
2062.163748763, 0.999070486,
2062.225045124, 0.998999805,
2062.245477343, 0.999158435,
2062.265909462, 0.999376618,
2062.286341481, 0.999608736,
2062.306773699, 0.999519963,
2062.327205817, 0.999423941,
2062.347638035, 0.999268308,
2062.368070052, 0.999176313,
2062.388502169, 0.999451820,
2062.408934384, 0.999449147,
2062.429366400, 0.999371836,
2062.449798515, 0.999390742,
2062.470230630, 0.999456764,
2062.490662745, 0.999292848,
2062.511094859, 0.999171055,
2062.531526973, 0.999017009,
2062.551959086, 0.998877493,
2062.572391199, 0.998763419,
2062.592823311, 0.998773861,
2062.613255423, 0.998908217,
2062.633687535, 0.998918345,
2062.654119746, 0.999155485,
2062.674551757, 0.999205928,
2062.694983967, 0.999477088,
2062.715416077, 0.999519962,
2062.735848086, 0.999739547,
2062.756280295, 0.999939053,
2062.776712404, 1.000062088,
2062.797144412, 1.000160721,
2062.817576620, 1.000037017,
2062.838008727, 1.000069487,
2062.858440734, 1.000262287,
2062.878872941, 1.000182378,
2062.899305047, 1.000112684,
2062.919737053, 0.999978768,
2062.940169258, 1.000042256,
2062.960601363, 0.999859042,
2062.981033467, 0.999650337,
2063.001465571, 0.999520708,
2063.021897674, 0.999288782,
2063.042329778, 0.999095591,
2063.062761881, 0.998813815,
2063.083193983, 0.998469094,
2063.103626185, 0.998361358,
2063.124058287, 0.998166357,
2063.144490288, 0.997968602,
2063.164922488, 0.997861837,
2063.185354588, 0.997844175,
2063.205786588, 0.998047831,
2063.226218788, 0.998229375,
2063.246650787, 0.998477443,
2063.267082886, 0.998780250,
2063.287515084, 0.999001934,
2063.307947082, 0.999340596,
2063.328379179, 0.999693964,
2063.348811376, 0.999984773,
2063.369243372, 1.000199937,
2063.389675468, 1.000417419,
2063.410107664, 1.000435287,
2063.430539659, 1.000306065,
2063.450971754, 1.000108567,
2063.471403949, 1.000038011,
2063.491836043, 1.000099783,
2063.512268136, 0.999788394,
2063.532700230, 0.999677285,
2063.553132322, 0.999498753,
2063.573564415, 0.999064452,
2063.593996507, 0.998867622,
2063.614428598, 0.998875910,
2063.696157061, 0.997323556,
2063.716589050, 0.997723359,
2063.737021139, 0.998357811,
2063.757453328, 0.998532294,
2063.777885316, 0.998671403,
2063.798317404, 0.998727834,
2063.818749591, 0.998824269,
2063.839181578, 0.998903012,
2063.859613665, 0.998941624,
2063.880045851, 0.999058774,
2063.900477837, 0.999325941,
2063.920910023, 0.999541967,
2063.941342107, 0.999688481,
2063.961774092, 0.999804454,
2063.982206276, 1.000065562,
2064.002638360, 1.000141495,
2064.023070343, 0.999962237,
2064.043502526, 0.999931090,
2064.063934609, 0.999896352,
2064.084366591, 0.999708636,
2064.104798773, 0.999708512,
2064.554304467, 1.000339612,
2064.574736640, 1.000186957,
2064.595168711, 1.000122715,
2064.615600683, 1.000083050,
2064.656464925, 0.999806514,
2064.738193104, 0.999211622,
2064.758625272, 0.998956504,
2064.779057241, 0.998835893,
2064.799489409, 0.998310081,
2064.819921476, 0.998439512,
2064.840353543, 0.998115361,
2064.860785610, 0.998154707,
2064.922081808, 0.998243047,
2064.942513873, 0.998351658,
2064.962945937, 0.998471504,
2064.983378101, 0.998609137,
2065.003810066, 0.998907189,
2065.024242129, 0.999103753,
2065.044674292, 0.999409090,
2065.065106255, 0.999726967,
2065.085538317, 1.000031429,
2065.105970479, 1.000305067,
2065.126402440, 1.000445470,
2065.146834501, 1.000447970,
2065.167266662, 1.000509013,
2065.187698622, 1.000545753,
2065.208130782, 1.000406092,
2065.228562842, 1.000110485,
2065.248994801, 0.999947891,
2065.269426959, 0.999820966,
2065.289859018, 0.999601725,
2065.310291075, 0.999338656,
2065.330723133, 0.999125167,
2065.351155190, 0.999038028,
2065.371587247, 0.998894218,
2065.392019303, 0.998852952,
2065.412451359, 0.998953652,
2065.432883414, 0.998882321,
2065.453315469, 0.998978212,
2065.473747524, 0.999005928,
2065.494179478, 0.999057908,
2065.514611632, 0.999280903,
2065.535043686, 0.999362258,
2065.555475639, 0.999587574,
2065.575907791, 0.999729626,
2065.596339843, 0.999807091,
2065.657635998, 1.000285157,
2065.678068149, 1.000369831,
2065.698500099, 1.000411385,
2065.718932149, 1.000412973,
2065.739364298, 1.000455265,
2065.759796248, 1.000446253,
2065.780228296, 1.000472074,
2065.800660444, 1.000277333,
2065.821092492, 1.000152632,
2065.861956587, 0.999770190,
2065.882388634, 0.999539868,
2065.902820580, 0.999508891,
2065.923252726, 0.999368717,
2065.943684772, 0.999064115,
2065.964116717, 0.998916810,
2065.984548862, 0.998741378,
2066.004980906, 0.998786487,
2066.025412850, 0.998673716,
2066.045844994, 0.998870544,
2066.066277037, 0.998992097,
2066.086709179, 0.999119322,
2066.148005206, 0.999933804,
2066.168437247, 1.000218284,
2066.188869287, 1.000666874,
2066.209301328, 1.000863402,
2066.229733368, 1.000851313,
2066.250165408, 1.001065433,
2066.270597447, 1.001154165,
2066.291029486, 1.001144936,
