BJD - 2454833, Corrected Flux
2146.452721293, 0.993258764,
2146.473153605, 0.996378269,
2146.514017926, 0.993358873,
2146.534450236, 0.993468114,
2146.554882345, 0.992837308,
2146.575314554, 0.993084314,
2146.595746862, 0.993469003,
2146.616178970, 0.994456374,
2146.636611177, 0.991775045,
2146.657043383, 0.992182568,
2146.677475590, 0.992288608,
2146.697907895, 0.989665507,
2146.718340000, 0.991355673,
2146.738772205, 0.991778515,
2146.759204509, 0.991620819,
2146.779636712, 0.990975797,
2146.800068815, 0.991064504,
2146.820501118, 0.990228790,
2146.840933320, 0.990613605,
2146.861365421, 0.990338687,
2146.881797722, 0.991494197,
2146.902229922, 0.988868671,
2146.922662022, 0.989967231,
2146.943094321, 0.989301400,
2146.963526520, 0.990946006,
2146.983958619, 0.992673081,
2147.004390917, 0.989989715,
2147.024823114, 0.990722469,
2147.045255210, 0.991262146,
2147.065687507, 0.990602747,
2147.086119702, 0.989665956,
2147.106551897, 0.988331281,
2147.126984092, 0.991169509,
2147.147416286, 0.989007235,
2147.167848580, 0.989527313,
2147.188280672, 0.990251727,
2147.208712865, 0.988018873,
2147.229145157, 0.989523841,
2147.249577348, 0.988565040,
2147.270009439, 0.988873803,
2147.310873920, 0.989264201,
2147.331306009, 0.988097163,
2147.351738298, 0.988953474,
2147.372170386, 0.988219123,
2147.392602575, 0.987647925,
2147.413034862, 0.987660554,
2147.433466948, 0.987108449,
2147.453899135, 0.988793420,
2147.515195691, 0.987217510,
2147.535627975, 0.985917567,
2147.556060059, 0.985311800,
2147.576492242, 0.990084793,
2147.596924525, 0.986727813,
2147.617356707, 0.987988067,
2147.637788788, 0.995118196,
2147.658221069, 0.986293388,
2147.678653250, 0.985883558,
2147.699085430, 0.984763837,
2147.719517609, 0.987046641,
2147.739949789, 0.986915353,
2147.760382067, 0.984464035,
2147.780814145, 0.985709721,
2147.801246322, 0.986218937,
2147.842110676, 0.985972912,
2147.862542852, 0.986629440,
2147.882975127, 0.985478834,
2147.903407202, 0.985337152,
2147.923839377, 0.987548740,
2147.944271651, 0.985883308,
2147.985135897, 0.986221670,
2148.026000241, 0.985887874,
2148.046432412, 0.987334846,
2148.066864683, 0.985846311,
2148.087296853, 0.985148580,
2148.107728923, 0.985522294,
2148.128161192, 0.985165898,
2148.148593261, 0.985266366,
2148.169025429, 0.985781687,
2148.189457697, 0.987111196,
2148.209889764, 0.986820112,
2148.230321931, 0.985633041,
