BJD - 2454833, Corrected Flux
2061.305665880, 0.997192173,
2061.326098138, 0.997114832,
2061.346530296, 0.997299485,
2061.366962353, 0.996944896,
2061.387394610, 0.996620805,
2061.407826766, 0.996197376,
2061.428259022, 0.996105756,
2061.489555487, 0.995614676,
2061.509987542, 0.996106965,
2061.530419696, 0.995701634,
2061.550851949, 0.995761298,
2061.571284102, 0.994969939,
2061.591716154, 0.995430328,
2061.612148407, 0.995581040,
2061.632580558, 0.994965495,
2061.653012609, 0.994579753,
2061.673444860, 0.994666522,
2061.693877011, 0.993898873,
2061.714309160, 0.994215797,
2061.734741310, 0.994049944,
2061.755173459, 0.994037069,
2061.775605607, 0.993596160,
2061.796037756, 0.993805902,
2061.816469903, 0.993940494,
2061.836902051, 0.993923557,
2061.857334197, 0.993539457,
2061.877766244, 0.993949606,
2061.898198490, 0.993499552,
2061.918630636, 0.994272611,
2061.939062781, 0.993611191,
2061.959494925, 0.992529909,
2061.979927070, 0.993631111,
2062.000359313, 0.992928926,
2062.020791357, 0.992899771,
2062.041223500, 0.993226212,
2062.061655742, 0.993281543,
2062.082087784, 0.993207397,
2062.102519926, 0.993706843,
2062.122952167, 0.993683698,
2062.143384308, 0.992960200,
2062.163816349, 0.993101505,
2062.225112767, 0.992680626,
2062.245545006, 0.992478788,
2062.265977144, 0.992397834,
2062.286409182, 0.991639160,
2062.306841419, 0.991910485,
2062.327273556, 0.992510546,
2062.347705793, 0.991940125,
2062.368137829, 0.992454683,
2062.388569964, 0.993389714,
2062.409002200, 0.993263486,
2062.429434234, 0.992891414,
2062.449866369, 0.992279731,
2062.470298502, 0.993341485,
2062.490730636, 0.992305465,
2062.511162769, 0.991769048,
2062.531594902, 0.991906791,
2062.552027034, 0.991625978,
2062.572459166, 0.991827059,
2062.592891297, 0.992509180,
2062.613323428, 0.991495820,
2062.633755558, 0.991641694,
2062.654187789, 0.991966027,
2062.674619818, 0.991744370,
2062.695052048, 0.991135155,
2062.715484176, 0.991362736,
2062.735916205, 0.991451816,
2062.756348433, 0.992178223,
2062.776780560, 0.991568668,
2062.797212587, 0.992089094,
2062.817644814, 0.991501683,
2062.838076940, 0.991597303,
2062.858508966, 0.991864067,
2062.878941191, 0.991982917,
2062.899373317, 0.992131882,
2062.919805341, 0.991726905,
2062.940237565, 0.991830690,
2062.960669689, 0.991010760,
2062.981101812, 0.991541614,
2063.001533935, 0.991609404,
2063.021966057, 0.991022993,
2063.042398179, 0.991352376,
2063.062830301, 0.992104027,
2063.083262422, 0.991052350,
2063.103694642, 0.991385533,
2063.124126763, 0.991329595,
2063.144558783, 0.991807181,
2063.164991002, 0.991365692,
2063.185423121, 0.991798303,
2063.205855140, 0.991186451,
2063.226287358, 0.991764456,
2063.246719376, 0.991500460,
2063.267151493, 0.991809036,
2063.287583710, 0.992567139,
2063.308015727, 0.991398990,
2063.328447842, 0.991677023,
2063.348880058, 0.992090711,
2063.369312073, 0.991718246,
2063.389744188, 0.992253620,
2063.410176402, 0.991640463,
2063.430608417, 0.991301220,
2063.451040530, 0.991203187,
2063.471472743, 0.991153849,
2063.491904856, 0.991636421,
2063.512336968, 0.991041295,
2063.532769080, 0.991624405,
2063.553201192, 0.991318088,
2063.573633303, 0.991066465,
2063.594065413, 0.990706720,
2063.614497523, 0.990955814,
2063.696226060, 0.992186601,
2063.716658068, 0.992052939,
2063.737090176, 0.991302502,
2063.757522383, 0.990835651,
2063.777954390, 0.991189084,
2063.798386496, 0.990948621,
2063.818818702, 0.991433606,
2063.839250707, 0.991698044,
2063.859682812, 0.991636174,
2063.880115017, 0.991845960,
2063.900547022, 0.991877282,
2063.920979225, 0.992124442,
2063.941411329, 0.992011775,
2063.961843332, 0.991484958,
2063.982275535, 0.991580575,
2064.002707637, 0.991348858,
2064.023139638, 0.991654441,
2064.043571840, 0.992049616,
2064.064003941, 0.991347578,
2064.084435942, 0.991352195,
2064.104868142, 0.991602046,
2064.554374240, 0.991546732,
2064.574806430, 0.991994944,
2064.595238520, 0.991813860,
2064.615670510, 0.991031847,
2064.636102700, 0.991135881,
2064.656534789, 0.991263259,
2064.738263040, 0.991648214,
2064.758695227, 0.992023431,
2064.779127213, 0.992330947,
2064.799559399, 0.990222410,
2064.819991485, 0.991385193,
2064.840423570, 0.991256304,
2064.860855655, 0.991609670,
2064.922151907, 0.992241346,
2064.942583990, 0.992001285,
2064.963016073, 0.990856669,
2064.983448256, 0.991256967,
2065.003880237, 0.992050201,
2065.024312319, 0.992323256,
2065.044744500, 0.992009455,
2065.065176481, 0.992427811,
2065.085608562, 0.991928796,
2065.106040741, 0.992157733,
2065.126472721, 0.992330787,
2065.146904800, 0.991725714,
2065.167336979, 0.991436029,
2065.187768957, 0.991676543,
2065.208201135, 0.991932307,
2065.228633212, 0.991223856,
2065.249065189, 0.991203664,
2065.269497366, 0.991120433,
2065.289929442, 0.990985292,
2065.310361518, 0.991405771,
2065.330793593, 0.991572702,
2065.351225669, 0.991987743,
2065.371657743, 0.991581829,
2065.392089817, 0.991489759,
2065.412521891, 0.992501699,
2065.432953964, 0.991670340,
2065.453386037, 0.991700951,
2065.473818110, 0.991469532,
2065.494250082, 0.990854326,
2065.514682254, 0.992034843,
2065.535114325, 0.991606563,
2065.555546296, 0.992264904,
2065.575978467, 0.992124756,
2065.596410537, 0.991472676,
2065.657706745, 0.990988399,
2065.678138913, 0.991535214,
2065.698570881, 0.991917210,
2065.719002949, 0.991648255,
2065.739435117, 0.991336084,
2065.759867083, 0.991177561,
2065.780299150, 0.991771746,
2065.800731316, 0.991132634,
2065.821163382, 0.992303383,
2065.841595347, 0.991592249,
2065.862027512, 0.991155762,
2065.882459576, 0.991735497,
2065.902891541, 0.991188305,
2065.923323704, 0.990869560,
2065.943755768, 0.992378373,
2065.964187731, 0.992005505,
2065.984619893, 0.991418719,
2066.005051955, 0.992299069,
2066.025483917, 0.992586810,
2066.045916078, 0.992247548,
2066.066348139, 0.991453825,
2066.086780299, 0.991302720,
2066.148076379, 0.992085356,
2066.168508437, 0.992383122,
2066.188940496, 0.991323628,
2066.209372554, 0.992198051,
2066.229804612, 0.990970131,
2066.250236669, 0.991844330,
2066.270668726, 0.991985157,
2066.291100782, 0.992610932,
2066.311532838, 0.992094616,
2066.393261159, 0.992358788,
2066.413693113, 0.992474128,
2066.434125166, 0.992350902,
2066.454557320, 0.992186901,
2066.474989272, 0.992444178,
2066.495421325, 0.991860518,
2066.515853477, 0.991797398,
2066.536285429, 0.992402010,
2066.556717580, 0.991899617,
2066.577149631, 0.991907416,
2066.597581582, 0.992475391,
2066.618013732, 0.992360910,
2066.638445781, 0.992447400,
2066.658877831, 0.992031291,
2066.679309879, 0.992386839,
2066.699741928, 0.992013719,
2066.720173976, 0.991407583,
2066.740606024, 0.992116202,
2066.761038071, 0.992635834,
2066.781470118, 0.991417009,
2066.801902265, 0.991228506,
2066.822334211, 0.991079347,
2066.863198302, 0.991510798,
2066.883630347, 0.991938927,
2066.904062392, 0.991772444,
2066.924494536, 0.991766320,
2066.944926480, 0.992149625,
2066.965358423, 0.991848455,
2066.985790566, 0.991815144,
2067.006222608, 0.991065160,
2067.026654750, 0.992376323,
2067.047086692, 0.991820948,
2067.067518734, 0.992205776,
2067.087950875, 0.992281276,
2067.108382816, 0.992329346,
2067.128814856, 0.992682662,
2067.149246996, 0.992055955,
2067.169679035, 0.992699499,
2067.190110974, 0.991314483,
2067.210543113, 0.991900710,
2067.230975151, 0.994410378,
2067.251407089, 0.991804459,
2067.271839226, 0.991348271,
2067.292271263, 0.991633628,
2067.312703200, 0.992221517,
2067.353567372, 0.992558475,
2067.373999308, 0.991826762,
2067.394431443, 0.991968486,
2067.414863478, 0.992274509,
2067.435295412, 0.990999968,
2067.455727546, 0.993023552,
2067.476159579, 0.991972783,
2067.496591713, 0.991252194,
2067.517023646, 0.991952011,
2067.537455678, 0.992805090,
2067.557887810, 0.992199429,
2067.578319741, 0.992719204,
2067.598751773, 0.992801345,
2067.619183804, 0.993179972,
2067.639615934, 0.992951993,
2067.660047864, 0.991654532,
2067.680479894, 0.991758366,
2067.700911923, 0.991996735,
2067.721343952, 0.992793047,
2067.741776081, 0.992681339,
2067.762208009, 0.992073749,
2067.782640037, 0.992600833,
2067.803072164, 0.992262364,
2067.864368244, 0.992772910,
2067.884800169, 0.992270519,
2067.905232295, 0.992961651,
2067.925664320, 0.992904606,
2067.946096245, 0.993276283,
2067.966528369, 0.992361433,
2067.986960393, 0.993143170,
2068.007392416, 0.991643549,
2068.027824439, 0.993125875,
2068.048256462, 0.993231405,
2068.129984549, 0.992320240,
2068.150416670, 0.992155021,
2068.170848590, 0.992108528,
2068.191280610, 0.992268757,
2068.211712730, 0.992462946,
2068.232144649, 0.992303365,
2068.252576668, 0.992475739,
2068.273008786, 0.991910232,
2068.293440704, 0.992420118,
2068.313872722, 0.992111781,
2068.334304840, 0.992466500,
2068.354736756, 0.992113249,
2068.375168873, 0.992003897,
2068.395600789, 0.991530677,
2068.416032805, 0.992574869,
2068.436464920, 0.992329158,
2068.456896836, 0.992547588,
2068.477328850, 0.992187802,
2068.497760964, 0.993150904,
2068.518192878, 0.992128962,
2068.538624892, 0.992628082,
2068.559057005, 0.992272290,
2068.579489017, 0.992751709,
2068.599920930, 0.992432262,
2068.620353042, 0.992578790,
2068.640785054, 0.991143087,
2068.661216965, 0.991721440,
2068.681649076, 0.991412465,
2068.702081086, 0.990567183,
2068.722512996, 0.990726166,
2068.742945106, 0.991530655,
2068.763377115, 0.991415233,
2068.783809224, 0.991123377,
2068.845105249, 0.992234318,
2068.865537156, 0.991413839,
2068.885969163, 0.991912894,
2068.906401270, 0.992464613,
2068.926833176, 0.991914580,
2068.947265182, 0.992211145,
2068.967697288, 0.991704628,
2068.988129293, 0.992249929,
2069.008561197, 0.990705101,
2069.028993302, 0.991631041,
2069.049425306, 0.992053923,
2069.069857209, 0.992061966,
2069.090289313, 0.992088389,
2069.110721216, 0.991990262,
2069.131153218, 0.992354678,
2069.151585320, 0.991301341,
2069.172017322, 0.991331022,
2069.192449223, 0.991790884,
2069.212881324, 0.992117704,
2069.233313225, 0.991521031,
2069.253745325, 0.991637917,
2069.274177325, 0.991758622,
2069.315041324, 0.992087630,
2069.335473322, 0.992251165,
2069.355905221, 0.991818644,
2069.376337319, 0.991367644,
2069.396769317, 0.992229588,
2069.417201314, 0.991271483,
2069.437633311, 0.991482441,
2069.458065307, 0.991515334,
2069.478497303, 0.991909339,
2069.498929299, 0.991730074,
2069.519361294, 0.991873887,
2069.580657278, 0.991882740,
2069.601089272, 0.991682582,
2069.621521366, 0.991171819,
2069.641953259, 0.991013644,
2069.682817344, 0.992271070,
2069.703249236, 0.992051781,
2069.723681328, 0.991066067,
2069.744113319, 0.991229976,
2069.764545210, 0.991550616,
2069.784977301, 0.992362084,
2069.805409291, 0.992052028,
2069.825841181, 0.991752337,
2069.846273270, 0.991411143,
2069.866705159, 0.992661996,
2069.887137247, 0.991439332,
2069.907569236, 0.992284907,
2069.928001224, 0.991729104,
2069.948433112, 0.992139768,
2069.968865198, 0.991454833,
2069.989297185, 0.991112258,
2070.009729072, 0.992141395,
2070.091457114, 0.991464605,
2070.111889099, 0.991386017,
2070.132321183, 0.991872262,
2070.152753067, 0.992823417,
2070.173185050, 0.992097253,
2070.193617133, 0.991941005,
2070.214049016, 0.992514504,
2070.234480999, 0.991397701,
2070.275344962, 0.992446950,
2070.295776944, 0.991126935,
2070.316209024, 0.992509152,
2070.336640905, 0.991237681,
2070.357072885, 0.992592378,
2070.377504965, 0.992767020,
2070.397936944, 0.993364263,
2070.418368824, 0.991941643,
2070.438800902, 0.991239337,
2070.459232881, 0.992212613,
2070.479664759, 0.992201656,
2070.500096836, 0.991092563,
2070.540960891, 0.991853041,
2070.561392767, 0.991820326,
2070.581824644, 0.992759988,
2070.602256719, 0.992132845,
2070.622688695, 0.991633790,
2070.643120569, 0.991899544,
2070.683984619, 0.991956419,
2070.745280539, 0.992110086,
2070.765712512, 0.992612323,
2070.827008429, 0.992122096,
2070.847440401, 0.992486212,
2070.888304342, 0.992670673,
2070.908736413, 0.992226516,
2070.929168283, 0.992288263,
2070.949600352, 0.991921640,
2070.970032321, 0.991288231,
2070.990464191, 0.991352754,
2071.031328227, 0.993200604,
2071.072192162, 0.991553973,
2071.092624129, 0.992062583,
2071.133488063, 0.992864197,
2071.153920029, 0.991297847,
2071.194783960, 0.993285199,
2071.215215924, 0.992047984,
2071.296943781, 0.993000533,
2071.317375744, 0.992712210,
2071.337807707, 0.992781019,
2071.358239669, 0.993224565,
2071.378671631, 0.993100301,
2071.419535654, 0.993862527,
2071.439967515, 0.992811576,
2071.460399476, 0.992258479,
2071.480831536, 0.992828278,
2071.521695356, 0.993425759,
2071.562559274, 0.993827199,
2071.582991232, 0.993421203,
2071.603423290, 0.992679903,
2071.623855148, 0.992944121,
2071.644287105, 0.992974987,
2071.664719163, 0.993327055,
2071.685151019, 0.992807645,
2071.726015032, 0.993855421,
2071.746446987, 0.994478331,
2071.766878943, 0.994387588,
2071.787310898, 0.994180553,
2071.807742852, 0.994568974,
2071.828174806, 0.993474836,
2071.848606760, 0.993668702,
2071.909902620, 0.993759630,
2071.930334572, 0.993970502,
2071.950766625, 0.993911446,
2071.971198476, 0.992916199,
2072.052926280, 0.993491439,
2072.073358230, 0.994628492,
2072.093790179, 0.993890694,
2072.114222129, 0.994642244,
2072.134654077, 0.994216422,
2072.155086026, 0.994310878,
2072.175517974, 0.994760527,
2072.195949922, 0.994059338,
2072.216381870, 0.994342733,
2072.236813917, 0.994023674,
2072.257245864, 0.993359227,
2072.277677710, 0.993904941,
2072.298109756, 0.993590990,
2072.318541702, 0.993222878,
2072.338973547, 0.993483927,
2072.359405592, 0.993300301,
2072.379837537, 0.993988654,
2072.400269382, 0.994359596,
2072.420701426, 0.993701381,
2072.461565213, 0.993653936,
2072.502429198, 0.994334020,
2072.522861041, 0.993885127,
2072.543293082, 0.993585987,
2072.563725024, 0.993991017,
2072.584156965, 0.994272192,
2072.625020847, 0.994222090,
2072.645452887, 0.994038414,
2072.686316666, 0.993737780,
2072.706748705, 0.993470656,
2072.747612482, 0.993148961,
2072.768044521, 0.993281354,
2072.788476459, 0.993523900,
2072.808908296, 0.993973926,
2072.849772170, 0.993675553,
2072.870204106, 0.993138972,
2072.890636142, 0.993599728,
2072.972363783, 0.993671338,
2072.992795717, 0.993671997,
2073.013227751, 0.993802505,
2073.033659584, 0.993621626,
2073.074523551, 0.993937103,
2073.094955483, 0.992741660,
2073.115387416, 0.993173362,
2073.135819348, 0.992409136,
2073.156251279, 0.992783992,
2073.176683210, 0.993565607,
2073.197115141, 0.994148393,
2073.258410932, 0.993134326,
2073.299274890, 0.993342817,
2073.319706719, 0.993026428,
2073.340138648, 0.992099110,
2073.360570676, 0.993312500,
2073.381002504, 0.993647485,
2073.401434431, 0.993519532,
2073.421866358, 0.993951642,
2073.442298285, 0.993249434,
2073.462730311, 0.994394364,
2073.483162138, 0.993711410,
2073.503594063, 0.994189675,
2073.524026089, 0.993753990,
2073.544457914, 0.996080409,
2073.564889839, 0.993072543,
2073.585321863, 0.992827988,
2073.605753787, 0.992643350,
2073.626185611, 0.993211495,
2073.646617634, 0.993658261,
2073.667049557, 0.993087931,
2073.687481380, 0.993165992,
2073.748777146, 0.994068130,
2073.769209167, 0.993221614,
2073.789641088, 0.993079712,
2073.810072909, 0.993898488,
2073.830504929, 0.993709862,
2073.850936849, 0.994034103,
2073.871368869, 0.993961369,
2073.891800688, 0.994206862,
2073.912232607, 0.993540360,
2073.932664625, 0.993360520,
2073.993960379, 0.994519078,
2074.014392197, 0.994562045,
2074.034824114, 0.994906838,
2074.055256130, 0.994005172,
2074.075688047, 0.994033769,
2074.096119863, 0.994015478,
2074.116551878, 0.993661164,
2074.136983693, 0.993555911,
2074.157415608, 0.994555196,
2074.177847623, 0.994581726,
2074.239143365, 0.994271344,
2074.259575178, 0.993682538,
2074.280007091, 0.993887592,
2074.300439104, 0.993930977,
2074.320870916, 0.994666245,
2074.341302928, 0.994530910,
2074.361734839, 0.993968246,
2074.382166651, 0.993410142,
2074.402598662, 0.994692856,
2074.443462483, 0.994155731,
2074.463894393, 0.993353969,
2074.484326302, 0.993559732,
2074.504758211, 0.993933923,
2074.525190120, 0.994046417,
2074.545622029, 0.992861675,
2074.566053937, 0.992732804,
2074.586485945, 0.993320291,
2074.606917753, 0.993351824,
2074.627349660, 0.993370605,
2074.647781667, 0.993473264,
2074.668213474, 0.994013086,
2074.709077386, 0.993450587,
2074.729509192, 0.993364354,
2074.749941197, 0.993010713,
2074.770373102, 0.994139560,
2074.790804907, 0.993581892,
2074.811236911, 0.992745370,
2074.831668815, 0.993132213,
2074.852100619, 0.992919483,
2074.872532622, 0.993501984,
2074.892964425, 0.993734247,
2074.913396328, 0.993316207,
2074.954260132, 0.993567760,
2074.974692034, 0.993693187,
2074.995124035, 0.993685321,
2075.015555936, 0.993648006,
2075.035987737, 0.993576958,
2075.056419737, 0.992573995,
2075.097283437, 0.994537727,
2075.117715437, 0.994522717,
2075.138147336, 0.995236704,
2075.158579334, 0.994287116,
2075.179011133, 0.993829929,
2075.199443031, 0.993834038,
2075.219875029, 0.994009325,
2075.240306826, 0.994076498,
2075.260738723, 0.994238574,
2075.281170720, 0.994341672,
2075.301602516, 0.994478838,
2075.322034413, 0.993961700,
2075.342466409, 0.994730628,
2075.362898204, 0.994900678,
2075.383330099, 0.994526044,
2075.403762094, 0.994583220,
2075.465057777, 0.994510906,
2075.485489670, 0.993915007,
2075.505921463, 0.993607226,
2075.526353456, 0.994436896,
2075.546785349, 0.994833615,
2075.567217241, 0.994784019,
2075.587649133, 0.994466679,
2075.608081025, 0.994938952,
2075.628512916, 0.994698765,
2075.648944807, 0.994681637,
2075.710240478, 0.993958068,
2075.730672268, 0.994532103,
2075.751104257, 0.994136532,
2075.771536147, 0.994839008,
2075.791967935, 0.994331986,
2075.812399924, 0.995039874,
2075.832831812, 0.994706431,
2075.853263699, 0.994048038,
2075.873695587, 0.994439333,
2075.894127474, 0.994905114,
2075.955423134, 0.995238445,
2075.975855120, 0.994774707,
2075.996287005, 0.995109094,
2076.016718790, 0.995211960,
2076.037150775, 0.995043766,
2076.057582660, 0.995025970,
2076.078014444, 0.995544947,
2076.098446428, 0.994865836,
2076.118878312, 0.994588471,
2076.139310095, 0.995270658,
2076.159742078, 0.995139663,
2076.180173961, 0.995435553,
2076.200605743, 0.994940137,
2076.221037725, 0.994524178,
2076.241469607, 0.994223889,
2076.261901488, 0.994505193,
2076.282333369, 0.994375921,
2076.302765250, 0.994233919,
2076.323197130, 0.994577175,
2076.343629011, 0.995033180,
2076.364060891, 0.995140596,
2076.384492770, 0.993904084,
2076.425356528, 0.994303644,
2076.445788407, 0.994403767,
2076.466220285, 0.994591944,
2076.486652163, 0.994625520,
2076.507084141, 0.994289549,
2076.527515918, 0.993895183,
2076.547947795, 0.993991890,
2076.568379772, 0.994391064,
2076.588811548, 0.994003773,
2076.609243424, 0.994756106,
2076.629675400, 0.993850786,
2076.670539050, 0.993850383,
2076.690971025, 0.996204335,
2076.711402800, 0.994064760,
2076.731834674, 0.994243415,
2076.752266648, 0.994022490,
2076.772698421, 0.993925011,
2076.793130395, 0.994601959,
2076.813562268, 0.994495866,
2076.833994140, 0.994682912,
2076.854426013, 0.993828348,
2076.874857885, 0.993547106,
2076.956585370, 0.993903815,
2076.977017340, 0.994649581,
2076.997449110, 0.993945652,
2077.017880980, 0.993972474,
2077.038312850, 0.994579383,
2077.058744719, 0.993651570,
2077.079176588, 0.994663046,
2077.099608456, 0.994606912,
2077.120040325, 0.994710692,
2077.140472093, 0.994028886,
2077.160904060, 0.994807991,
2077.181335928, 0.993844695,
2077.201767895, 0.994142587,
2077.222199662, 0.994417170,
2077.242631528, 0.993569961,
2077.263063494, 0.994360060,
2077.283495260, 0.994798083,
2077.303927126, 0.993975211,
2077.324359091, 0.993827370,
2077.344790956, 0.993923698,
2077.365222720, 0.994201067,
2077.426518312, 0.993891906,
2077.446950276, 0.993780199,
2077.467382139, 0.994079649,
2077.487813901, 0.993817348,
2077.508245864, 0.994173365,
2077.528677726, 0.994075075,
2077.549109488, 0.993119715,
2077.569541450, 0.994285705,
2077.589973311, 0.993774326,
2077.671700853, 0.994074947,
2077.692132613, 0.993488201,
2077.712564472, 0.993816528,
2077.732996431, 0.993312357,
2077.753428190, 0.994789694,
2077.773860048, 0.992700454,
2077.794291907, 0.992664076,
2077.814723864, 0.993403132,
2077.835155622, 0.994205736,
2077.855587579, 0.994136422,
2077.937314906, 0.994510782,
2077.957746862, 0.993942635,
2077.978178717, 0.994291356,
2077.998610472, 0.994867870,
2078.019042427, 0.994350242,
2078.039474282, 0.995232840,
2078.059906036, 0.994863253,
2078.080337990, 0.995290838,
2078.100769844, 0.994435868,
2078.162065403, 0.994180224,
2078.182497255, 0.994831658,
2078.202929108, 0.995171482,
2078.223360960, 0.995028543,
2078.243792811, 0.994483396,
2078.264224663, 0.993626565,
2078.345952065, 0.995050176,
2078.488975107, 0.993288242,
2078.591134243, 0.992461594,
2078.672861726, 0.994411137,
2078.734157261, 0.994448659,
2078.754589105, 0.992267349,
2078.775020949, 0.993487616,
2078.815884636, 0.994344584,
2078.836316579, 0.993185901,
2078.897612106, 0.994238951,
2078.918043848, 0.993305903,
2078.979339372, 0.993978822,
2078.999771213, 0.994732175,
2079.020203153, 0.994307991,
2079.040634893, 0.994646728,
2079.061066733, 0.995713580,
2079.163226027, 0.994341247,
2079.183657866, 0.995176045,
2079.244953378, 0.993931551,
2079.265385215, 0.995136649,
2079.347112460, 0.994672182,
2079.367544395, 0.995247406,
2079.387976230, 0.995110496,
2079.408407965, 0.995467435,
2079.428839900, 0.995281261,
2079.449271734, 0.995303477,
2079.469703468, 0.994927924,
2079.490135402, 0.993212643,
2079.530999069, 0.995986953,
2079.551430902, 0.995531189,
2079.633158230, 0.995597698,
2079.653590162, 0.995179914,
2079.674021993, 0.995808312,
2079.694453724, 0.996464656,
2079.714885654, 0.995578005,
2079.735317485, 0.996360379,
