BJD - 2454833, Corrected Flux
2146.473114426, 0.991343705,
2146.513978713, 0.991271030,
2146.534411005, 0.991061024,
2146.554843097, 0.991117310,
2146.575275289, 0.991144348,
2146.595707580, 0.991008195,
2146.616139670, 0.991040957,
2146.636571860, 0.991191789,
2146.677436238, 0.991079590,
2146.697868527, 0.990710426,
2146.718300614, 0.990704656,
2146.738732802, 0.990883069,
2146.759165089, 0.991293641,
2146.779597275, 0.990937913,
2146.800029361, 0.990843410,
2146.820461646, 0.990888989,
2146.840893830, 0.991026768,
2146.861325915, 0.990792148,
2146.881758198, 0.990614751,
2146.902190381, 0.990831586,
2146.922622464, 0.990751925,
2146.943054746, 0.990944632,
2146.963486928, 0.990729615,
2146.983919009, 0.990826663,
2147.004351290, 0.990503972,
2147.024783469, 0.990551946,
2147.045215549, 0.990567398,
2147.065647828, 0.990481997,
2147.086080007, 0.990566171,
2147.106512185, 0.990748484,
2147.126944362, 0.990523531,
2147.147376539, 0.990574295,
2147.167808815, 0.991177918,
2147.188240891, 0.990694977,
2147.208673067, 0.990650768,
2147.249537516, 0.990471641,
2147.269969590, 0.990512047,
2147.290401863, 0.990482290,
2147.310834036, 0.990478899,
2147.331266108, 0.990488115,
2147.351698380, 0.990487146,
2147.372130451, 0.990617497,
2147.392562622, 0.990422870,
2147.412994892, 0.990329533,
2147.433426962, 0.990370153,
2147.453859131, 0.990251081,
2147.494723468, 0.990360970,
2147.515155636, 0.990007800,
2147.535587903, 0.990291720,
2147.556019970, 0.990395040,
2147.576452136, 0.990317947,
2147.596884401, 0.990400801,
2147.617316567, 0.990567003,
2147.637748631, 0.990521257,
2147.658180895, 0.990141596,
2147.678613059, 0.989804247,
2147.699045222, 0.989968209,
2147.739909546, 0.990021222,
2147.760341808, 0.990115216,
2147.780773869, 0.990169571,
2147.801206030, 0.990237055,
2147.821638289, 0.990154524,
2147.842070349, 0.990189863,
2147.862502508, 0.990005952,
2147.882934766, 0.990230104,
2147.903366824, 0.993367291,
2147.923798982, 0.990179918,
2147.944231239, 0.989975681,
2147.985095451, 0.989981810,
2148.005527706, 0.989963371,
2148.025959761, 0.990140147,
2148.046391915, 0.990403161,
2148.066824169, 0.990338954,
2148.087256323, 0.990055727,
2148.107688375, 0.989968858,
2148.128120628, 0.990051851,
2148.148552680, 0.990139150,
2148.168984831, 0.989966147,
2148.189417082, 0.990095659,
2148.209849132, 0.989714243,
2148.230281282, 0.989954564,
2148.250713531, 0.990122836,
2148.271145580, 0.990007450,
2148.291577828, 0.989960130,
2148.312009976, 0.989886956,
2148.332442023, 0.989880054,
2148.352874270, 0.989907397,
2148.373306416, 0.990025940,
2148.393738462, 0.989750336,
2148.414170707, 0.989791518,
2148.434602852, 0.989920240,
2148.475467140, 0.989902551,
2148.495899283, 0.990094916,
2148.516331426, 0.990508398,
2148.536763568, 0.989904549,
2148.557195710, 0.990153124,
2148.577627851, 0.990174450,
2148.598060092, 0.990333370,
2148.618492132, 0.989927223,
2148.638924272, 0.990133753,
2148.659356510, 0.990009633,
2148.679788549, 0.989758482,
2148.700220687, 0.989896014,
2148.720652925, 0.990259083,
2148.741084962, 0.989774229,
2148.761517099, 0.989880238,
2148.781949335, 0.989832864,
2148.802381370, 0.989976178,
2148.822813506, 0.989923154,
2148.843245741, 0.989864375,
2148.863677775, 0.990336730,
2148.884110008, 0.990100931,
2148.904542041, 0.989976829,
2148.924974174, 0.989766760,
2148.945406406, 0.989878889,
2148.965838438, 0.989973643,
2148.986270569, 0.989979471,
2149.027134929, 0.989872396,
2149.047566959, 0.990191142,
2149.067999188, 0.989910447,
2149.088431317, 0.989775397,
2149.129295572, 0.990112832,
2149.149727699, 0.990203642,
2149.170159726, 0.990505308,
2149.190591952, 0.989937366,
2149.211024077, 0.990133904,
2149.231456103, 0.990080859,
2149.251888328, 0.989975132,
2149.272320451, 0.990345855,
2149.292752575, 0.989957198,
2149.313184698, 0.989749246,
2149.333616821, 0.990283161,
2149.354048943, 0.990072724,
2149.374481065, 0.989988164,
2149.394913186, 0.990058748,
2149.415345306, 0.990100785,
2149.456209546, 0.989823824,
2149.476641765, 0.990210259,
2149.497073883, 0.989809583,
2149.517505902, 0.990760598,
2149.537938119, 0.990042985,
2149.558370236, 0.990257672,
2149.578802253, 0.990095832,
2149.599234469, 0.990043553,
2149.619666485, 0.990248913,
2149.640098600, 0.990188622,
2149.660530814, 0.990091156,
2149.680962829, 0.990327233,
2149.721827156, 0.990190724,
2149.742259168, 0.990378104,
2149.762691280, 0.990088117,
2149.783123492, 0.990229615,
2149.803555503, 0.989995276,
2149.823987614, 0.990033464,
2149.844419824, 0.990165347,
2149.864851934, 0.990313865,
2149.885283943, 0.990277926,
2149.905716151, 0.990211807,
2149.946580267, 0.990204906,
2149.967012474, 0.990284640,
2149.987444581, 0.990436809,
2150.007876587, 0.990303223,
2150.028308793, 0.990084400,
2150.048740898, 0.990034061,
2150.069173103, 0.990414399,
2150.089605107, 0.989956240,
2150.110037211, 0.990507929,
2150.130469414, 0.990238920,
2150.150901417, 0.990418941,
2150.171333519, 0.990339566,
2150.191765721, 0.991359882,
2150.212197722, 0.990226268,
2150.232629823, 0.990305272,
2150.253062023, 0.990417990,
2150.273494123, 0.990453032,
2150.293926122, 0.990330162,
2150.314358321, 0.990510535,
2150.334790419, 0.990191380,
2150.355222417, 0.990311615,
2150.375654615, 0.990179826,
2150.396086612, 0.990568616,
2150.416518708, 0.990607319,
2150.436950904, 0.990584994,
2150.477814994, 0.990467029,
2150.498247189, 0.990395329,
2150.518679183, 0.990483920,
2150.539111276, 0.990317310,
2150.579975461, 0.990353472,
2150.600407553, 0.990281092,
2150.620839744, 0.990195592,
2150.682136016, 0.990337360,
2150.702568106, 0.990187190,
2150.723000195, 0.990278183,
2150.743432283, 0.990398680,
2150.763864371, 0.990323058,
2150.784296559, 0.990388516,
2150.804728546, 0.990344659,
2150.825160632, 0.990652291,
2150.845592818, 0.990344424,
2150.866024804, 0.990486996,
2150.886456889, 0.990382864,
2150.906889074, 0.990248176,
2150.927321058, 0.990611958,
2150.947753142, 0.990435016,
2150.968185325, 0.990311041,
2150.988617307, 0.990308727,
2151.009049390, 0.990407481,
2151.029481471, 0.990611493,
2151.049913553, 0.990595153,
2151.070345633, 0.990462843,
2151.090777814, 0.990119532,
2151.111209794, 0.990297285,
2151.131641873, 0.990466645,
2151.152074052, 0.990566026,
2151.172506030, 0.990538228,
2151.192938108, 0.990791669,
2151.213370285, 0.990624165,
2151.233802262, 0.990273134,
2151.254234439, 0.990504044,
2151.274666515, 0.990533794,
2151.295098490, 0.990321293,
2151.315530665, 0.990652024,
2151.335962740, 0.990612322,
2151.356394713, 0.990589221,
2151.376826887, 0.990704347,
2151.397258960, 0.990678505,
2151.417690932, 0.990650692,
2151.438123105, 0.990379148,
2151.458555176, 0.990685434,
2151.478987147, 0.990689651,
2151.499419318, 0.990852110,
2151.519851388, 0.990859664,
2151.540283457, 0.990861762,
2151.560715526, 0.990679271,
2151.601579664, 0.990626522,
2151.622011831, 0.990924298,
2151.642443798, 0.990444439,
2151.662875865, 0.990685220,
2151.683308031, 0.991174265,
