x y flux
6808.337917158969 1521.2431222548819 444.3032851516456
6769.463477341997 1523.185418636171 583.5926147661359
6709.617391562117 1528.4767409777344 1325.676606845483
6345.605597537979 1543.9738575551014 1742.4155229674282
6384.345822814624 1540.0085750915084 18930.34362166911
6979.01056234607 1555.0115963407804 325.00026477005343
6774.635083838877 1572.9417588908211 168.4125359106064
6372.309305607266 1585.9219594878984 1177.4376644689216
6776.96003854946 1607.5897060111226 1007.7001651627946
5895.024478177843 1620.4912276624975 376.1116451469438
7029.4030368608255 1637.075771488936 670.5265624054891
6086.791379081877 1647.1289116007376 327.1223965680228
6919.951796178016 1646.0747466792623 2052.247438729555
6283.784406474372 1650.9999196217545 959.9334122755379
6833.371224036619 1653.2227419920448 614.4072027253732
6985.0792769568225 1667.1097281798047 334.6967985916139
7128.336301426559 1682.636476890748 14962.2637204893
6119.1460857289 1689.511339807978 386.7038243545223
5932.275219922265 1685.451801551279 47071.28046348812
5768.49128187374 1744.7003887358994 587.8986621470746
6009.999915151079 1747.7199984830274 229.02453086532662
7002.482096791404 1758.4719876182598 533.4390179501099
6385.090946874194 1760.2510123809864 616.8041779473049
5752.504213062677 1787.129134671323 1244.040342212729
6262.5327947365495 1827.2379591759889 4634.992361745686
7164.000266552394 1830.9408881658733 389.8048898797854
6912.062009230393 1880.8235120456893 447.13609006315477
5515.094647972341 1892.9121983579028 1051.0036328803003
5318.557960943111 1900.1346750351672 765.8983075868341
5264.891869296832 1903.7878365346683 1291.1728778429704
5923.735734128586 1912.871992288194 1229.0175126469874
5999.70939554131 1935.0318301123423 433.076800455302
5183.664063065023 1936.1058252399464 814.1341174613684
6859.876788704758 1938.2011834292953 17950.74845106541
7002.156090127183 1969.1505855490457 367.50089010395095
7135.90701949913 1979.8957343028067 3603.772824612409
5083.19285402437 2004.8722017256518 884.0308448911458
5965.16431089606 2012.1751818980338 259.987821947001
4740.502201073231 2034.9917612648878 303.7617778169736
6120.1888604120795 2041.8272911476504 269.40319781925535
4928.166782788649 2054.833193919819 165.28275729198015
5095.468196825514 2057.1801959621275 406.08729060631237
5778.20070498023 2060.181950689902 640.1765323536471
7234.874295712416 2077.8542491875564 292.3416904742271
5270.040347826415 2078.6870648672525 8830.663042884164
6374.893403935602 2083.3485594008457 321.5268428648264
4969.160274544392 2087.436193425537 559.5502206268535
5005.660667963881 2091.6466479905707 1504.8774991866574
4680.541918811389 2095.1001186045855 4532.13175623387
4761.637697996058 2096.4131873554584 1733.4825596416742
4744.166744656986 2103.833343847822 1380.3101189736658
5274.15344254076 2139.869539872978 783.6205316144975
5231.693627393411 2130.4653231584857 47624.19740450381
6386.653659657529 2151.3212792859913 504.1023998425157
7119.024269649895 2152.7533955838853 532.3833746841925
4560.199224379626 2176.053522020494 1692.9330442995572
4931.818070855777 2179.6934770477346 1220.2806118759884
4421.039488094945 2182.0700808479737 2351.919355573319
4431.3428580257 2191.5529842705855 2351.349577811845
4498.400256686888 2203.289697448131 1722.92904825136
4495.0 2205.0262858086403 1723.8721593882137
5846.88894367013 2217.1857085509264 338.72648826748156
5033.448206935327 2218.302972187625 403.5129793570192
5952.995804856994 2238.0372512055574 286.70240222319956
7076.297048488979 2246.603709734164 171.18968926418577
7168.4415929933575 2251.41286737371 531.8326211923364
5347.632656908421 2258.5574380221137 625.5077352731299
7116.667484564629 2268.899519698489 742.419912476428
4062.862210373095 2297.876201280806 927.5297695532812
5855.128769263121 2322.0051250056417 1006.0858637164904
7203.435140353883 2329.7729206829235 843.3644309150799
7139.306277104798 2342.5409958545706 721.5525289471076
4081.3516228556837 2344.6749166741643 567.5472000827269
4162.057334947786 2358.025680359935 1332.4466404951
4236.203812774439 2359.524635223824 642.9371502921729
3846.344206461265 2368.9519546732495 1658.975724971519
7328.661966579872 2382.115629411287 344.5121777216716
7152.586354149756 2382.6191425757343 680.3391020306195
5692.755706805695 2392.4372171271707 541.2576026799157
4314.180639027766 2395.8195756760915 250.2726207951456
7151.961113702518 2406.961094216225 378.61910895891486
4706.994286909987 2411.2293117289546 405.8958259839565
3705.7889063299913 2415.4247124476524 1647.6289513817057
4211.1656945807645 2422.1730749110716 1010.3553700748461
3665.6024250628266 2429.559737240754 2257.868598514236
6055.026266579072 2433.542348747252 9731.127031287557
3621.2971498827924 2436.3356056534635 13127.437017171087
5230.260569057496 2451.0391656002716 408.0883538110557
4783.9716613109995 2456.0689149185 343.33751044139245
6051.587633909073 2458.1164662953065 703.526669232324
7267.792109867442 2459.3837503969667 160.63724326193335
4578.831867050741 2457.6156557014656 6413.049859901666
6418.097567370111 2463.639451870801 465.1639117123934
6524.1622240603665 2465.4325442070112 708.6588429098576
3301.3829249072655 2466.900747636155 494.3037322425841
3549.577016563454 2466.983665396795 1808.9248629816248
3590.84090084443 2469.040956339325 1221.4877347506203
5229.952757428036 2485.933901948226 398.93858000501973
6177.127806197075 2493.1194642521154 287.71191241282963
4924.180038690075 2507.1852554145325 359.93422295428826
5938.316476287398 2507.289622426781 373.17591365583206
6866.422802516864 2513.3947911660257 644.5562684337048
5961.196948905136 2518.595848379598 305.88400260161603
3404.390489848382 2537.390271240077 438.0370734623447
3887.954875327003 2545.7204879642686 286.729066890441
6800.833592133227 2546.474435069311 409.3621381567046
6873.631141777344 2550.1083233383447 14219.009292666615
3339.840538880697 2554.8914741574335 671.1863957411797
5304.530972680755 2558.2371885466832 712.0469354319572
3492.670179207217 2573.3813281255534 1444.7782878681278
3895.4939720712323 2576.9813245722385 313.379999425188
3253.5587782580265 2581.8472279730413 1126.5061215626445
5108.964587496362 2578.939842545875 23164.47439884127
7273.791082879529 2594.124701115986 733.6326235124463
3429.0738717212525 2599.3424527903235 698.4616014475002
3219.3201134962187 2601.42148348465 575.7589312048262
5129.566395469583 2604.901199194584 697.6892410968246
3066.5001491566095 2626.9998950481104 172.16213328931482
3383.7820221196544 2652.510326339574 411.3714667740838
3067.839143575657 2662.683165880804 793.6872835427896
4197.70303614919 2679.6755598117284 480.71973297830647
3375.0701777268678 2686.3954590429903 547.6464001024145
3548.015698109603 2687.047017662811 524.0927083282918
6914.245526537141 2696.0010449969177 425.7727133376898
7370.011412517614 2695.755606020317 244.31555242776872
5070.289117994096 2708.028121527353 298.1492467728257
2583.996749109654 2708.5377177771347 2494.4872357747327
2892.4034186294034 2712.2392759243703 269.0995551229641
7219.563871579979 2714.889063278923 1334.7819386366004
5626.774723857416 2718.270301542317 2522.986999076121
4533.568352077588 2722.3383329486956 2333.785301450529
6738.1169727734205 2739.1648869865007 9713.792105484456
2700.872468970966 2745.960540233819 6327.2677443759485
2691.5194501947612 2749.0731509324287 4967.465723289475
2713.4846577133126 2753.4545807782215 3979.2306186303877
7220.04131254864 2761.367729372271 221.14453649997705
2475.4190376439233 2762.0616394161993 638.6240886340661
2955.6854036165046 2769.0710762693193 318.74266549628237
5323.613755266631 2767.977200347629 2674.6464539842673
2630.0678188589577 2769.8404632697784 4005.570597754308
2622.020117787488 2771.8142211487766 4005.964375546908
6913.907676485976 2776.2196131722458 7052.753500447272
3210.668804694324 2779.5889152316176 851.8697882148624
5546.8184043890205 2784.1958621969948 294.7014216274771
3826.791231424093 2787.9964947742105 842.2126219602676
5563.678041710568 2799.0757070227864 326.79084414903065
5648.9272557947725 2799.037184745629 365.32675847243524
7302.482649819136 2802.2585256432085 1117.4244234700498
7030.87694661761 2804.8442363661748 485.33439931795004
2513.5397185877546 2808.211337467605 900.2294143714383
3749.083508705675 2809.345244466403 348.13839902497836
2468.1326921708796 2823.09948362237 781.5948273804778
6459.0882210607615 2834.7513977891604 739.79485070765
6306.857336009826 2847.8750679014956 284.3198216851056
3260.350941439919 2850.8774611828117 364.9230216868594
2484.275371883833 2858.3008443441477 970.4811475989965
6493.152580295754 2862.3575545639637 353.4557350283864
4255.994459802373 2869.965075405587 954.0842691054565
6465.258706345109 2870.7768291248094 806.8884455090388
2262.6341566262913 2889.746859267571 1570.4175786738097
2558.6223889196644 2890.9536441071355 1395.2386422892287
3506.0345907090705 2892.014099614427 250.39013272996993
6015.709062045854 2899.3687143068214 504.4698622322082
6246.957722871781 2900.493315013277 277.2251537188141
2953.2259321446772 2910.4088800792256 255.28542169816805
5113.766231520546 2909.0030548492073 746.0233767870812
3852.834282551464 2912.171591811792 854.0975168265403
2502.3665224394263 2919.6517776459987 416.4490684028344
3155.9219455046273 2919.153997661889 1039.0759969095143
3948.8985588266837 2935.3599967628907 525.8740473125878
5105.239008259309 2944.449826290777 532.844532544203
4133.8411603244585 2951.8891418151325 353.7457801031694
1858.537299986714 2954.7363421570126 1011.5304877535624
6926.504102632148 2967.2375642791603 556.1674687789753
4590.364186008465 2970.359337495628 2549.019868063069
2032.33213777879 2983.5664015092175 337.04497731622325
2903.6922991017946 2985.075800613884 290.4453322593869
6539.4418109433645 2984.5486948209245 651.3988423595579
6391.929122226356 2995.460040445411 2456.8160444119203
4507.495667211952 3006.0225661246436 311.34684488769614
2016.9542389969024 3007.337587192392 800.8456745007259
6245.510957571059 3008.953092678312 252.91804404292262
6021.365438689484 3011.568601798768 584.6799102388699
2726.8845947914274 3038.335574714084 322.4300411373748
6721.483624306826 3041.9947377884555 248.0126234351844
7440.245708514516 3042.2401858407084 2804.2513331281016
2022.2012440830435 3046.5384781436237 642.8733244137093
6202.663989705335 3061.675906562661 2592.4653823770586
5484.993204495836 3064.481806094509 293.18435369409633
7360.233942221004 3077.869211304235 550.7096896833554
6196.592786191922 3080.9220396102983 4767.857691355643
5571.040958518351 3084.9696098160025 353.4355545037986
5929.009932688423 3083.1713440531435 6890.546556170135
2530.3237529359894 3089.3629288486577 928.8466693149508
4291.508318681612 3090.3079152701284 475.1296885130183
3376.6243065532863 3093.960939212054 750.779200733751
2095.1049900311004 3104.5096724999094 293.1801758349688
4631.200686866138 3103.9775566022886 840.8054172045365
1674.7874258043028 3113.811382157075 1071.5600031360984
3243.735350920137 3116.0405130000513 296.94720040474084
4274.503982084073 3123.9727647908117 258.3538678701966
2917.2839402987697 3127.5836281691445 1137.073781402
2161.127064252723 3131.947019844482 901.5487104469165
6303.556948020718 3135.47761798078 436.9722702604531
2834.81573357799 3144.7109572165464 482.7201774242147
3869.9942041573913 3146.50242449076 424.7980447919668
6900.927008182864 3150.6906954003575 2432.4213934408504
3706.8148458150354 3155.397735183005 271.15013501964523
7511.16296009962 3158.822720377234 312.8080883387102
3418.013299867654 3163.9805218817414 245.44782187189907
3662.5025457427587 3166.0117466237043 322.4966233742237
3232.0404796955754 3169.2977672485226 361.63644416980446
2721.9366262283315 3170.588161910109 3523.0104439365855
7414.048836387884 3172.4909221456787 332.52079570792614
3579.521459912608 3184.040220664364 341.9779547973722
3501.2522728258127 3186.31978918269 1334.5323490005358
5859.3403200092625 3191.9319481534926 721.4742259085177
2935.5792996375953 3194.7982701895226 539.3751097733524
5012.830977763795 3210.156569189796 357.96390910912316
3827.311208011547 3210.410371360273 5410.737597092016
6103.31336635215 3222.2238596430802 419.4468430116028
4377.040876911128 3229.0820223201285 840.8514654969792
2999.802722925423 3236.8114853451075 275.685154944472
2103.007042595156 3249.995122556023 270.80835781827585
2289.56338483527 3255.001873300895 720.2840922795233
3506.9858660582954 3258.4867639736044 298.3014231772723
3577.267027587842 3258.58231307431 565.5186666421962
2038.3512718589975 3259.781159569893 6883.775448875275
4025.168020628978 3262.8447778106865 338.785423528291
5488.2328533303025 3261.8429770115085 547.7599998617178
4198.405126750992 3264.933774886508 400.6946674551442
6064.309113105369 3273.1281060902998 700.4609782274441
6592.672234326888 3277.0497188152876 437.3840014224501
3752.5149447704457 3279.527000916246 652.1188494617119
7454.98082574839 3279.689727209881 324.04933427069335
1889.091617562429 3296.7386378806254 866.4694157139587
4909.975388134717 3299.7397088675125 281.87048723872743
7354.310205032208 3305.0027831994125 658.8186628901208
6176.982995410099 3322.999332326589 687.9418656789508
4528.4016685140205 3332.771512915438 557.957692809328
4679.9141179871685 3332.3612971648736 368.7451545699312
4946.186648476332 3332.8072729024175 267.07928940139715
1934.4326432896405 3336.7192585094804 220.37368780542167
3426.808676016689 3337.00335964619 412.75928943149745
7458.018990781413 3340.505600321566 253.86613269370062
5882.963067917499 3345.4867451445334 272.3570678403975
4712.908511201704 3359.617791088719 625.6372474052755
5739.453520957991 3360.344153697322 641.5086209668963
7380.792631158794 3378.608478334291 240.8474678051473
6927.590332622384 3391.0870561710635 860.9756427579373
7142.539300910347 3394.9979055818676 415.4746700842309
5165.163579878292 3401.8074945210114 348.093956041187
7449.196909932197 3422.88651660478 1367.790025679767
5560.991366984567 3426.0330411923796 356.5182222468779
5829.4488601970925 3442.082584033748 816.4926222027098
5549.757876121646 3444.3917838421003 461.05778018172845
